#taxpath	12446_H3NJ2BCXX-2.bins	12447_H3WL3BCXX-1.bins	12816_combined.bins	12818_combined.bins	12819_combined.bins	12824_combined.bins	12828_combined.bins	12830_combined.bins	12838_combined.bins	12884_combined.bins	12903_HCN77BCXX-1.bins	138513_HG7NLDSX2-4.bins	138530_HG7NLDSX2-4.bins	138538_HG7NLDSX2-4.bins	138607_HJWT7DSX3-1.bins	14185_HCN77BCXX-2.bins	14187_HCN77BCXX-2.bins	401548_HL7J5DSX3-1.bins	401550_HL7J5DSX3-1.bins	401552_HL7J5DSX3-1.bins	401553_HL7J5DSX3-1.bins	401554_HL7J5DSX3-1.bins	401556_HL7J5DSX3-1.bins	401557_HL7J5DSX3-1.bins	401558_HL7J5DSX3-1.bins	401560_HL7J5DSX3-1.bins	401561_HL7J5DSX3-1.bins	401563_HL7J5DSX3-1.bins	401564_HL7J5DSX3-1.bins	401566_HL7J5DSX3-1.bins	401567_HL7J5DSX3-1.bins	401568_HL7J5DSX3-1.bins	401569_HL7J5DSX3-1.bins	401570_HL7J5DSX3-1.bins	401571_HL7J5DSX3-1.bins	401573_HL7J5DSX3-1.bins	401574_HL7J5DSX3-1.bins	401576_HL7J5DSX3-1.bins	401577_HL7J5DSX3-1.bins	401578_HL7J5DSX3-1.bins	401579_HL7J5DSX3-1.bins	401580_HL7J5DSX3-1.bins	401581_HL7J5DSX3-1.bins	401582_HL7J5DSX3-1.bins	401583_HL7J5DSX3-1.bins	401586_HL7J5DSX3-1.bins	401588_HL7J5DSX3-1.bins	401589_HL7J5DSX3-1.bins	401590_HL7J5DSX3-1.bins	401591_HL7J5DSX3-1.bins	401592_HL7J5DSX3-1.bins	401593_HL7J5DSX3-1.bins	401594_HL7J5DSX3-1.bins	401595_HL7J5DSX3-1.bins	401600_HL7J5DSX3-1.bins	401602_HL7J5DSX3-1.bins	401604_HL7J5DSX3-1.bins	401606_HL7J5DSX3-1.bins	401608_HL7J5DSX3-1.bins	401610_HL7J5DSX3-1.bins	401614_HL7J5DSX3-1.bins	401616_HL7J5DSX3-1.bins	401618_HL7J5DSX3-1.bins	401624_HL7J5DSX3-1.bins	401626_HL7J5DSX3-1.bins	401632_HL7J5DSX3-1.bins	401636_HL7J5DSX3-1.bins	401638_HL7J5DSX3-1.bins	401640_HL7J5DSX3-1.bins	401642_HL7J5DSX3-1.bins	401644_HL7J5DSX3-1.bins	401646_HL7J5DSX3-1.bins	401648_HL7J5DSX3-1.bins	401650_HL7J5DSX3-1.bins	401652_HL7J5DSX3-1.bins	401654_HL7J5DSX3-1.bins	401656_HL7J5DSX3-1.bins	401658_HL7J5DSX3-1.bins	401660_HL7J5DSX3-1.bins	401662_HL7J5DSX3-1.bins	401668_HL7J5DSX3-1.bins	401669_HL7J5DSX3-1.bins	401670_HL7J5DSX3-1.bins	401672_HL7J5DSX3-1.bins	401673_HL7J5DSX3-1.bins	401677_HL7J5DSX3-1.bins	401679_HL7J5DSX3-1.bins	7035_combined.bins	7069_combined.bins	7075_combined.bins	7077_combined.bins	7081_combined.bins	7083_combined.bins	7085_combined.bins	7091_combined.bins	7093_combined.bins	8164_combined.bins	8459_HCWFYBCXX-1.bins	9456_H3WL3BCXX-1.bins	9567_combined.bins	9571_combined.bins	9576_combined.bins	9586_H3WL3BCXX-1.bins	9588_combined.bins
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Ustilaginomycetes;order__Ustilaginales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Tritirachiomycetes;order__Tritirachiales	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Tremellomycetes;order__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Tremellomycetes;order__Trichosporonales	0	0	3	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	1	0	1	4	0	0	1	0	1	0	0	1	1	2	1	2	0	0	2	0	0	0	0	1	0	1	0	1	0	0	0	4	4	4	0	1	0	0	2	1	0	2	0	3	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales	0	0	6	0	1	2	5	1	1	4	2	1	1	3	11	1	1	3	1	5	0	1	1	5	2	9	4	4	5	3	3	3	5	7	6	9	1	1	1	10	10	6	3	3	2	0	0	3	2	7	6	2	6	1	7	1	1	4	5	9	0	0	1	1	4	8	1	5	4	8	5	7	2	0	0	0	0	1	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	1	0	3	0	2	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Tremellomycetes;order__Filobasidiales	0	3	0	0	0	2	0	0	0	0	2	1	1	11	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	20	0	1	2	0	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	4	1	0	0	0	0	0	6	3	0	10	1	1	1	1	0	0	0	22	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Tremellomycetes;order__Cystofilobasidiales	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Spiculogloeomycetes;order__Spiculogloeales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Pucciniomycetes;order__unknown	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Pucciniomycetes;order__Septobasidiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Pucciniomycetes;order__Pucciniales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Microbotryomycetes;order__Sporidiobolales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Microbotryomycetes;order__Kriegeriales	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Microbotryomycetes;order__IncertaeSedis	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Malasseziomycetes;order__Malasseziales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Geminibasidiomycetes;order__Geminibasidiales	0	0	0	0	0	0	0	0	4	20	0	0	1	0	0	0	0	0	0	7	0	2	1	0	0	2	0	3	1	2	2	0	0	0	0	2	1	1	10	0	0	0	0	0	0	0	1	1	1	3	4	2	2	4	0	5	6	6	0	2	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Exobasidiomycetes;order__Tilletiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Exobasidiomycetes;order__Robbauerales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Exobasidiomycetes;order__Microstromatales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Exobasidiomycetes;order__Georgefischeriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Exobasidiomycetes;order__Exobasidiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Exobasidiomycetes;order__Entylomatales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Exobasidiomycetes;order__Doassansiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Dacrymycetes;order__Dacrymycetales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	2	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Cystobasidiomycetes;order__IncertaeSedis	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Cystobasidiomycetes;order__Erythrobasidiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Cystobasidiomycetes;order__Cystobasidiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Atractiellomycetes;order__Atractiellales	0	0	0	0	1	0	0	0	1	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Agaricostilbomycetes;order__Agaricostilbales	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Agaricomycetes;order__unknown	0	1	4	1	2	0	2	3	4	55	11	25	4	3	1	5	0	2	5	2	1	0	0	0	0	0	1	0	2	0	1	6	0	3	4	0	0	6	0	1	1	0	0	5	3	7	3	1	2	0	1	0	0	0	28	2	2	20	20	18	1	5	0	18	5	1	2	7	14	0	1	0	0	0	0	1	3	3	7	7	3	2	2	1	0	0	0	0	0	0	3	0	53	17	1	4	0	1	1	0	1	0	6	3
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Agaricomycetes;order__uncultured	0	1	4	3	3	2	1	3	7	2	11	0	0	2	0	1	1	5	11	5	0	2	0	0	0	0	2	0	1	2	1	1	0	0	1	0	0	2	3	4	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	3	6	0	0	0	0	0	1	0	1	1	0	2	0	0	1	0	0	1	2	12	3	1	0	0	0	0	0	0	0	0	0	0	0	3	1	2	1	0	0	0	0	0	1	2	0	2	1
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Agaricomycetes;order__Trechisporales	0	0	13	0	2	0	4	18	1	1	1	0	0	2	0	1	2	0	1	1	0	1	0	4	0	0	5	0	0	0	0	0	0	0	2	1	1	1	0	0	3	1	0	0	2	0	44	0	0	14	1	0	2	0	0	0	0	0	2	1	0	0	0	0	5	0	0	1	0	1	0	11	0	0	0	2	1	0	0	1	2	0	0	0	8	0	0	0	0	0	0	0	4	11	0	2	0	0	1	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Agaricomycetes;order__Thelephorales	0	0	0	0	1	1	2	0	7	17	2	2	0	0	2	1	1	1	6	7	1	5	0	0	4	1	5	4	3	1	3	0	0	0	1	0	0	1	1	3	9	3	0	3	0	4	5	5	0	1	1	0	4	3	2	7	0	9	30	2	0	0	0	3	4	0	0	2	13	2	0	0	0	0	1	4	5	1	4	3	2	0	0	4	0	0	0	0	0	2	0	0	6	7	5	0	0	4	1	0	0	0	1	3
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Agaricomycetes;order__Sebacinales	0	1	0	0	2	0	0	0	0	5	0	2	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Agaricomycetes;order__Russulales	0	3	1	0	18	0	0	0	125	86	173	0	0	1	2	6	0	10	14	65	0	7	2	0	2	1	16	18	3	3	29	2	2	5	3	14	1	16	0	2	3	5	8	2	3	13	7	13	1	1	19	5	13	9	0	37	35	3	13	17	0	0	0	2	2	7	0	122	18	8	0	0	0	0	5	55	28	0	41	2	2	78	0	7	0	0	0	0	0	1	0	0	96	2	0	3	0	0	28	0	87	0	37	23
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Agaricomycetes;order__Polyporales	0	0	0	0	0	0	2	1	4	1	2	4	0	0	2	0	1	0	2	4	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	1	0	1	3	1	0	0	0	2	0	1	1	4	0	2	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	0	2	4	0	6	1	0	0	0	1	1	0	0	0	0	2
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Agaricomycetes;order__Lepidostromatales	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Agaricomycetes;order__IncertaeSedis	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Agaricomycetes;order__Hymenochaetales	0	0	0	0	0	0	0	0	1	2	0	4	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	1
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Agaricomycetes;order__Gomphales	0	0	1	3	0	0	0	1	0	5	1	90	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	3	0	0	0	2	2	0	0	0	1	1	0	0	0	0	1	0	0	2	0	0	3	0	1	0	1	13	0	1	1	33	3	0	0	0	35	1	0	0	1	7	17	0	1	0	0	1	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	30	1	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Agaricomycetes;order__Gloeophyllales	0	0	2	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Agaricomycetes;order__Geastrales	0	0	5	0	6	0	0	3	0	0	0	224	3	0	0	0	2	6	3	1	1	0	3	1	0	0	4	0	0	0	0	2	1	0	4	0	3	0	0	1	0	3	0	1	0	0	2	0	0	1	0	3	0	2	1	0	0	0	6	2	0	0	0	5	1	0	0	1	0	4	1	0	1	0	0	1	0	1	15	3	4	2	0	0	0	4	18	0	0	35	1	0	18	6	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Agaricomycetes;order__Corticiales	0	0	0	1	1	0	0	2	0	3	7	1	0	2	0	1	0	0	3	4	0	0	0	0	0	0	3	0	1	2	3	0	0	0	2	1	0	1	0	4	0	0	0	0	0	2	2	0	1	0	0	2	0	1	1	0	0	1	2	1	0	0	0	1	0	0	0	4	3	0	0	0	0	0	1	1	1	0	1	0	0	7	0	1	0	0	1	0	0	0	0	0	9	5	1	1	1	1	2	1	10	0	4	6
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Agaricomycetes;order__Cantharellales	0	5	0	0	1	0	0	0	15	0	5	1	1	1	0	3	0	1	8	4	0	2	2	1	2	0	4	1	3	2	2	4	1	0	4	0	0	2	0	8	3	0	2	0	2	3	1	0	6	1	1	3	2	4	4	1	1	1	0	4	0	0	0	6	2	0	0	0	7	1	0	0	0	0	1	1	3	0	2	0	0	7	0	0	0	3	0	0	0	0	2	0	8	26	1	0	0	0	2	0	0	1	10	5
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Agaricomycetes;order__Boletales	0	1	0	0	1	1	2	0	2	21	3	14	0	1	0	0	0	0	0	2	0	1	1	0	0	0	2	3	0	4	2	8	0	1	0	0	0	4	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	1	5	0	4	9	10	33	0	1	0	3	9	0	2	5	1	3	1	0	0	0	0	15	0	1	13	0	1	1	0	1	0	0	0	1	0	0	11	0	15	2	0	1	0	0	0	0	0	0	2	3
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Agaricomycetes;order__Auriculariales	0	0	2	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Agaricomycetes;order__Atheliales	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5	0	0	0	0	7	0	0	3	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Basidiomycota;class__Agaricomycetes;order__Amylocorticiales	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
