"Sample"	"sampleID"	"am_environment"	"ammonium_nitrogen_wt"	"ammonium_nitrogen_wt_meth"	"biotic_relationship"	"boron_hot_cacl2"	"boron_hot_cacl2_meth"	"clay"	"clay_meth"	"coarse_sand"	"coarse_sand_meth"	"collection_date"	"collection_permit"	"color"	"color_meth"	"conductivity"	"conductivity_meth"	"crop_rotation_1yr_since_present"	"crop_rotation_2yrs_since_present"	"crop_rotation_3yrs_since_present"	"crop_rotation_4yrs_since_present"	"crop_rotation_5yrs_since_present"	"database_schema_definitions_url"	"density"	"density_meth"	"depth"	"depth_lower"	"depth_upper"	"dtpa_copper"	"dtpa_copper_meth"	"dtpa_iron"	"dtpa_iron_meth"	"dtpa_manganese"	"dtpa_manganese_meth"	"dtpa_zinc"	"dtpa_zinc_meth"	"elev"	"env_broad_scale"	"env_local_scale"	"env_medium"	"exc_aluminium"	"exc_aluminium_meth"	"exc_calcium"	"exc_calcium_meth"	"exc_magnesium"	"exc_magnesium_meth"	"exc_potassium"	"exc_potassium_meth"	"exc_sodium"	"exc_sodium_meth"	"fine_sand"	"fine_sand_meth"	"fire"	"funding_agency"	"general_env_feature"	"geo_loc_name"	"gravel"	"gravel_meth"	"hyperspectral_analysis"	"hyperspectral_analysis_meth"	"lat_lon"	"latitude"	"local_class"	"local_class_meth"	"longitude"	"microbial_biomass"	"microbial_biomass_meth"	"nitrate_nitrogen"	"nitrate_nitrogen_meth"	"notes"	"nucl_acid_ext"	"organic_carbon"	"organic_carbon_meth"	"ph"	"ph_meth"	"ph_solid_h2o"	"ph_solid_h2o_meth"	"phosphorus_colwell"	"phosphorus_colwell_meth"	"potassium_colwell"	"potassium_colwell_meth"	"profile_position"	"samp_collect_device"	"samp_mat_process"	"sample_attribution"	"sample_database_file"	"sample_metadata_ingest_date"	"sample_metadata_ingest_file"	"sample_metadata_update_history"	"sample_site_location_description"	"sample_submitter"	"sample_type"	"sand"	"sand_meth"	"silt"	"silt_meth"	"slope_aspect"	"slope_gradient"	"source_mat_id"	"store_cond"	"sulphur"	"sulphur_meth"	"synonyms"	"texture"	"texture_meth"	"total_nitrogen"	"total_nitrogen_meth"	"url"	"utc_date_sampled"	"utc_time_sampled"	"vegetation_dom_grasses"	"vegetation_dom_grasses_meth"	"vegetation_dom_shrubs"	"vegetation_dom_shrubs_meth"	"vegetation_dom_trees"	"vegetation_dom_trees_meth"	"vegetation_total_cover"	"vegetation_type"	"water_content"	"water_content_soil_meth"	"bio12"	"bio1"	"et0_v3_yr"	"ai_v3_yr"	"AI"	"percent_duplicates"	"percent_gc"	"avg_sequence_length"	"percent_fails"	"total_sequences"	"AI_bin"	"Dataset"
"X401660"	401660	"Soil"	3	"meth_2.1"	"Free-living"	0.58	"meth_2.1"	28.52	"meth_2.1"	NA	""	"2022-01-24T00:00:00"	"SL102523"	"LTBR"	"meth_2.1"	0.064	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.46	"meth_2.1"	41	"meth_2.1"	19.71	"meth_2.1"	1.3	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	0.04	"meth_2.1"	9.02	"meth_2.1"	3.46	"meth_2.1"	0.56	"meth_2.1"	0.08	"meth_2.1"	NA	""	""	"Australian Microbiome Initiative; Australian Research Council"	""	"Australia:New South Wales [GAZ_00002793]"	"10-May"	"meth_2.1"	""	""	"-33.0839 150.22814"	-33.0839	"Sodosol"	"meth_2.27"	150.22814	NA	""	11	"meth_2.1"	"Submitted value={profile_position:Lower slope}"	""	2.26	"meth_2.1"	5.1	"meth_2.1"	6	"meth_2.1"	4	"meth_2.1"	360	"meth_2.1"	"footslope"	"meth_1.1"	""	"Jeff Powell; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx"	"Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;"	"24km east north east of Capertee. 45km north east of Lithgow. April Mills Place."	"Jeff Powell"	"Soil"	59.81	"meth_2.1"	11.66	"meth_2.1"	NA	NA	"102.100.100/401660"	"frozen"	3.7	"meth_2.1"	"AMI033-0"	"2"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401660"	"1/24/22"	""	""	""	""	""	""	""	NA	"Woodland"	NA	""	696	15.4515	1613	4251	0.4251	9.84689360352728	64	150.672682848223	9.09090909090909	26212806	"Bin1"	"BASE"
"X138513"	138513	"Soil"	1	"meth_2.1"	"Free-living"	0.18	"meth_2.1"	2.95	"meth_2.1"	90.88	"meth_2.1"	"2019-10-28T12:00:00"	""	"LTGR"	"meth_2.1"	0.024	"meth_2.1"	""	""	""	""	""	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.14	"meth_2.1"	20.7	"meth_2.1"	3.56	"meth_2.1"	0.27	"meth_2.1"	135	"1 Conservation and Natural Environments"	"1.1 Nature conservation"	"Soil [ENVO_00001998]"	0.07	"meth_2.1"	1.79	"meth_2.1"	0.31	"meth_2.1"	0.07	"meth_2.1"	0.04	"meth_2.1"	5.17	"meth_2.1"	""	""	"Semi arid"	"Australia:Victoria [GAZ_00002786]"	"0"	"meth_2.1"	""	""	"-36.56989 141.33691"	-36.56989	"Sodosol"	"meth_2.27"	141.33691	NA	""	1e-10	"meth_2.1"	"geo_loc_name: state/territory values derived from lat_lon using Nominatim"	""	0.7	"meth_2.1"	5.7	"meth_2.1"	6.6	"meth_2.1"	1e-10	"meth_2.1"	36	"meth_2.1"	""	""	""	""	"AM_db_v4.2_202408091431.db"	"8/4/22"	"Little_desert_soils_xlsxUTC_convert_xlsx"	"Litte_desert_BB_CSBP_210624_PrePaid_001_AM_SOIL_format_UPDATE_xlsx; soil_depths_little_desert_LowHead_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;"	"BBLDSS2"	"bissett"	"Soil"	96.05	"meth_2.1"	1	"meth_2.1"	NA	0	"102.100.100/138513"	""	2	"meth_2.1"	""	"1"	"meth_2.1"	0.04	"meth_2.1"	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/138513"	"10/28/19"	"12:00:00"	""	""	""	""	""	""	5	"Woodland"	NA	""	474	14.315	1681	2824	0.2824	9.78484954816474	65	150.685247166967	9.09090909090909	25865127	"Bin1"	"BASE"
"X401672"	401672	"Soil"	2	"meth_2.1"	"Free-living"	0.54	"meth_2.1"	25.6	"meth_2.1"	NA	""	"2022-01-26T00:00:00"	"SL102523"	"BR"	"meth_2.1"	0.031	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.43	"meth_2.1"	10.6	"meth_2.1"	13.91	"meth_2.1"	0.45	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	0.02	"meth_2.1"	4.21	"meth_2.1"	1.17	"meth_2.1"	1.36	"meth_2.1"	0.07	"meth_2.1"	NA	""	""	"Australian Microbiome Initiative; Australian Research Council"	""	"Australia:New South Wales [GAZ_00002793]"	"0"	"meth_2.1"	""	""	"-31.4869 144.18963"	-31.4869	"Rudosol"	"meth_2.27"	144.18963	NA	""	5	"meth_2.1"	"Submitted value={profile_position:Mid slope}"	""	0.74	"meth_2.1"	5.3	"meth_2.1"	6.7	"meth_2.1"	6	"meth_2.1"	578	"meth_2.1"	"backslope"	"meth_1.1"	""	"Jeff Powell; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx"	"Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;"	"Paroo Darling National Park; About 42kms east of Wilcannia on northern boundary of Coonavitra section of Paroo Darling NP."	"Jeff Powell"	"Soil"	65.88	"meth_2.1"	8.51	"meth_2.1"	NA	NA	"102.100.100/401672"	"frozen"	1.7	"meth_2.1"	"AMI040-0"	"2.5"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401672"	"1/26/22"	""	""	""	""	""	""	""	NA	"Shrubland"	NA	""	268	19.622	2328	1151	0.1151	9.01598483359251	65	150.663969458854	18.1818181818182	25660858	"Bin1"	"BASE"
"X401656"	401656	"Soil"	5	"meth_2.1"	"Free-living"	0.43	"meth_2.1"	NA	""	NA	""	"2021-12-10T00:00:00"	"SL102523"	"DKBR"	"meth_2.1"	0.092	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.71	"meth_2.1"	68.6	"meth_2.1"	68.91	"meth_2.1"	1.87	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.3.3 Residual native cover"	"Soil [ENVO_00001998]"	0.7	"meth_2.1"	5.41	"meth_2.1"	1.86	"meth_2.1"	0.59	"meth_2.1"	0.03	"meth_2.1"	NA	""	""	"Australian Microbiome Initiative; Australian Research Council"	""	"Australia:New South Wales [GAZ_00002793]"	"0"	"meth_2.1"	""	""	"-32.3984 150.26933"	-32.3984	"Kandosol"	"meth_2.27"	150.26933	NA	""	35	"meth_2.1"	"Submitted value={profile_position:Lower slope}"	""	3.46	"meth_2.1"	4.4	"meth_2.1"	5.2	"meth_2.1"	8	"meth_2.1"	301	"meth_2.1"	"footslope"	"meth_1.1"	""	"Jeff Powell; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx"	"Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;"	"Honeysuckle"	"Jeff Powell"	"Soil"	NA	""	NA	""	NA	NA	"102.100.100/401656"	"frozen"	4.8	"meth_2.1"	"AMI031-0"	"1.5"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401656"	"12/10/21"	""	""	""	""	""	""	""	NA	"Woodland"	NA	""	652	16.8015	1700	3745	0.3745	9.23626717116643	63	150.670904941547	9.09090909090909	24873485	"Bin1"	"BASE"
"X401560"	401560	"Soil"	2.650061922	"meth_2.1"	"Free-living"	NA	""	19.91	"meth_1.23"	NA	""	"2021-01-29T00:00:00"	"SL102346"	""	""	0.0653	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	3.122130395	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.61179 150.88022"	-33.61179	"Kurosol"	"meth_2.27"	150.88022	11.43679688	"meth_1.23"	5.235420066	"meth_2.1"	""	""	0.004748047	"meth_2.1"	NA	""	5.51	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Scheyville NP"	"Kumari Rajapaksha Prathirajage"	"Soil"	69.09	"meth_1.23"	11	"meth_1.23"	NA	NA	"102.100.100/401560"	"frozen"	NA	""	"13_2"	"Sandy loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401560"	"1/29/21"	""	"Chloris ventricosa (1%); Sporobolus creber (1%); Bothriochloa macra (5%); Microlaena stipoides (5%); Themeda australis (20%)"	"meth_2.28"	"Bursaria spinosa (4%)"	"meth_2.28"	"Eucalyptus moluccana (12%); Eucalyptus crebra (2%)"	"meth_2.28"	NA	"Woodland"	34.6875	"meth_2.1"	906	17.1695	1606	5633	0.5633	10.8895165369314	63	150.678629364215	9.09090909090909	36938770	"Bin2"	"BASE"
"X401590"	401590	"Soil"	2.670726561	"meth_2.1"	"Free-living"	NA	""	13.31	"meth_1.23"	NA	""	"2021-01-28T00:00:00"	"SL102346"	""	""	0.0482	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	3.328010856	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.1 Strict nature reserve"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.8003 150.67038"	-33.8003	"Kurosol"	"meth_2.27"	150.67038	13.54563216	"meth_1.23"	4.680355784	"meth_2.1"	""	""	0.004333971	"meth_2.1"	NA	""	5.82	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Mulgoa NR"	"Kumari Rajapaksha Prathirajage"	"Soil"	62.09	"meth_1.23"	24.6	"meth_1.23"	NA	NA	"102.100.100/401590"	"frozen"	NA	""	"43_2"	"Sandy loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401590"	"1/28/21"	""	"Microlaena stipoides (70%); Themeda triandra (5%); Oplismenus aemulus (5%); Panicum simile (2%); Chloris ventricosa (1%)"	"meth_2.28"	"Bursaria spinosa (25%)"	"meth_2.28"	"Eucalyptus moluccana (12%); Eucalyptus crebra (8%)"	"meth_2.28"	NA	"Woodland"	8.580183861	"meth_2.1"	863	17.0125	1624	5275	0.5275	11.7576201868467	63	150.662114632859	9.09090909090909	34069167	"Bin2"	"BASE"
"X401564"	401564	"Soil"	7.55092887	"meth_2.1"	"Free-living"	NA	""	19.91	"meth_1.23"	NA	""	"2021-02-03T00:00:00"	"SL102346"	""	""	0.0385	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	3.118621069	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.1 Strict nature reserve"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.69629 150.71494"	-33.69629	"Chromosol"	"meth_2.27"	150.71494	8.609166429	"meth_1.23"	0.023481172	"meth_2.1"	""	""	0.005369874	"meth_2.1"	NA	""	4.98	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Wianamatta NR"	"Kumari Rajapaksha Prathirajage"	"Soil"	62.09	"meth_1.23"	18	"meth_1.23"	NA	NA	"102.100.100/401564"	"frozen"	NA	""	"17_2"	"Sandy loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401564"	"2/3/21"	""	"Cyathochaeta diandra (30%); Entolasia stricta (1%); Lomandra multiflora (1%)"	"meth_2.28"	"Melaleuca nodosa (3%); Leptospermum trinervium (1%); Callistemon pinifolius (2%); Banksia spinulosa (1%)"	"meth_2.28"	"Eucalyptus sclerophylla (5%); Corymbia gummifera (12%); Angophora bakeri (4%)"	"meth_2.28"	NA	"Woodland"	19.56521739	"meth_2.1"	859	17.31983	1627	5302	0.5302	11.7723103092599	62	150.670547667479	9.09090909090909	33557753	"Bin2"	"BASE"
"X401588"	401588	"Soil"	2.274095423	"meth_2.1"	"Free-living"	NA	""	22.91	"meth_1.23"	NA	""	"2021-01-28T00:00:00"	"SL102346"	""	""	0.0579	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	3.539740193	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.1 Strict nature reserve"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.79696 150.67108"	-33.79696	"Kurosol"	"meth_2.27"	150.67108	14.41605187	"meth_1.23"	3.613844328	"meth_2.1"	""	""	0.004547528	"meth_2.1"	NA	""	6.08	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Mulgoa NR"	"Kumari Rajapaksha Prathirajage"	"Soil"	60.09	"meth_1.23"	17	"meth_1.23"	NA	NA	"102.100.100/401588"	"frozen"	NA	""	"41_2"	"Sandy clay loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401588"	"1/28/21"	""	"Cloris ventricosa (5%); Panicum simile (5%); Aristida personata (5%); Themeda australis (1%); Lomandra gracilis (10%); Cymbopogon refractus (5%)"	"meth_2.28"	"Bursaria spinosa (0.5%)"	"meth_2.28"	"Eucalyptus moluccana (25%); Brachychiton populneus (3%)"	"meth_2.28"	NA	"Woodland"	9.472259811	"meth_2.1"	863	17.0125	1625	5290	0.529	11.8206364205522	64	150.673493351569	9.09090909090909	32997031	"Bin2"	"BASE"
"X401552"	401552	"Soil"	3.795842251	"meth_2.1"	"Free-living"	NA	""	11.91	"meth_1.23"	NA	""	"2021-01-27T00:00:00"	"SL102346"	""	""	0.0396	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	2.827347008	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.6 Protected landscape"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.77004 150.86621"	-33.77004	"Kurosol"	"meth_2.27"	150.86621	5.919750494	"meth_1.23"	0.522287462	"meth_2.1"	""	""	0.006234886	"meth_2.1"	NA	""	5.81	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Bungarribee Park"	"Kumari Rajapaksha Prathirajage"	"Soil"	71.09	"meth_1.23"	17	"meth_1.23"	NA	NA	"102.100.100/401552"	"frozen"	NA	""	"5_2"	"Sandy loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401552"	"1/27/21"	""	"Microlaena stipoides (40%)"	"meth_2.28"	"Bursaria spinosa (10%); Hibbertia diffusa (1%)"	"meth_2.28"	"Eucalyptus moluccana (8%); Eucalyptus tereticornis (20%)"	"meth_2.28"	NA	"Woodland"	5.157232704	"meth_2.1"	879	17.552	1654	5277	0.5277	11.1021206053196	63	150.663913408677	9.09090909090909	31715880	"Bin2"	"BASE"
"X401563"	401563	"Soil"	7.842091892	"meth_2.1"	"Free-living"	NA	""	14.91	"meth_1.23"	NA	""	"2021-02-02T00:00:00"	"SL102346"	""	""	0.0378	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	2.59573149	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.1 Strict nature reserve"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.67481 150.75069"	-33.67481	"Chromosol"	"meth_2.27"	150.75069	6.118455495	"meth_1.23"	0.337340424	"meth_2.1"	""	""	0.007098741	"meth_2.1"	NA	""	5.43	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Castlereagh NR"	"Kumari Rajapaksha Prathirajage"	"Soil"	70.69	"meth_1.23"	14.4	"meth_1.23"	NA	NA	"102.100.100/401563"	"frozen"	NA	""	"16_2"	"Sandy loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401563"	"2/2/21"	""	"Cyathochaeta diandra (10%); Lomandra multiflora (1%); Lomandra gracilis (4%)"	"meth_2.28"	"Melaleuca thymifolia (5%); Hakea sericea (0.8%); Banksia spinulosa (2%); Melaleuca erubescens (1%)"	"meth_2.28"	"Eucalyptus sclerophylla (3%); Angophora bakeri (15%); Eucalyptus parramattensis (8%); Allocasuarina littoralis (1%)"	"meth_2.28"	NA	"Woodland"	28.81118881	"meth_2.1"	857	17.38017	1618	5314	0.5314	9.95523245822265	62	150.66131846219	9.09090909090909	31513380	"Bin2"	"BASE"
"X401567"	401567	"Soil"	2.790452471	"meth_2.1"	"Free-living"	NA	""	19.91	"meth_1.23"	NA	""	"2021-02-03T00:00:00"	"SL102346"	""	""	0.046	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	2.587543062	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.1 Strict nature reserve"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.69329 150.72144"	-33.69329	"Chromosol"	"meth_2.27"	150.72144	8.283302719	"meth_1.23"	0.14501564	"meth_2.1"	""	""	0.006196123	"meth_2.1"	NA	""	5.45	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Wianamatta NR"	"Kumari Rajapaksha Prathirajage"	"Soil"	45.09	"meth_1.23"	35	"meth_1.23"	NA	NA	"102.100.100/401567"	"frozen"	NA	""	"20_2"	"Loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401567"	"2/3/21"	""	"Juncus usitatus (0.5%); Themeda australis (0.8%); Entolasia stricta (0.6%)"	"meth_2.28"	"Grevillea juniperina (1%); Melaleuca nodosa (5%); Melaleuca decora (20%); Pultenaea villosa (1%)"	"meth_2.28"	"Eucalyptus parramattensis (0.6%); Acasia parramattensis (1%); Eucalyptus fibrosa (12%); Eucalyptus longifolia (4%); Angophora bakeri (3%)"	"meth_2.28"	NA	"Woodland"	38.44189017	"meth_2.1"	859	17.31983	1625	5286	0.5286	10.9532080582422	62	150.661488566648	9.09090909090909	31380429	"Bin2"	"BASE"
"X401586"	401586	"Soil"	3.854110454	"meth_2.1"	"Free-living"	NA	""	1.91	"meth_1.23"	NA	""	"2021-01-28T00:00:00"	"SL102346"	""	""	0.0507	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	3.554947272	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.1 Strict nature reserve"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.80072 150.66628"	-33.80072	"Kurosol"	"meth_2.27"	150.66628	11.12885991	"meth_1.23"	2.934527224	"meth_2.1"	""	""	0.005023681	"meth_2.1"	NA	""	5.63	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Mulgoa NR"	"Kumari Rajapaksha Prathirajage"	"Soil"	91.09	"meth_1.23"	7	"meth_1.23"	NA	NA	"102.100.100/401586"	"frozen"	NA	""	"39_2"	"91.09"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401586"	"1/28/21"	""	"Microlaena stipoides (40%); Aristida vagans (5%); Panicum simile (2%)"	"meth_2.28"	"Bursaria spinosa (5%)"	"meth_2.28"	"Eucalyptus moluccana (20%); Eucalyptus cebra (5%)"	"meth_2.28"	NA	"Woodland"	10.43577982	"meth_2.1"	889	16.797	1611	5329	0.5329	10.7955148501202	64	150.666071725813	9.09090909090909	30464653	"Bin2"	"BASE"
