sample_id,am_environment,ammonium_nitrogen_wt,ammonium_nitrogen_wt_meth,biotic_relationship,boron_hot_cacl2,boron_hot_cacl2_meth,clay,clay_meth,coarse_sand,coarse_sand_meth,collection_date,collection_permit,color,color_meth,conductivity,conductivity_meth,crop_rotation_1yr_since_present,crop_rotation_2yrs_since_present,crop_rotation_3yrs_since_present,crop_rotation_4yrs_since_present,crop_rotation_5yrs_since_present,database_schema_definitions_url,density,density_meth,depth,depth_lower,depth_upper,dtpa_copper,dtpa_copper_meth,dtpa_iron,dtpa_iron_meth,dtpa_manganese,dtpa_manganese_meth,dtpa_zinc,dtpa_zinc_meth,elev,env_broad_scale,env_local_scale,env_medium,exc_aluminium,exc_aluminium_meth,exc_calcium,exc_calcium_meth,exc_magnesium,exc_magnesium_meth,exc_potassium,exc_potassium_meth,exc_sodium,exc_sodium_meth,fine_sand,fine_sand_meth,fire,funding_agency,general_env_feature,geo_loc_name,gravel,gravel_meth,hyperspectral_analysis,hyperspectral_analysis_meth,lat_lon,latitude,local_class,local_class_meth,longitude,microbial_biomass,microbial_biomass_meth,nitrate_nitrogen,nitrate_nitrogen_meth,notes,nucl_acid_ext,organic_carbon,organic_carbon_meth,ph,ph_meth,ph_solid_h2o,ph_solid_h2o_meth,phosphorus_colwell,phosphorus_colwell_meth,potassium_colwell,potassium_colwell_meth,profile_position,samp_collect_device,samp_mat_process,sample_attribution,sample_database_file,sample_metadata_ingest_date,sample_metadata_ingest_file,sample_metadata_update_history,sample_site_location_description,sample_submitter,sample_type,sand,sand_meth,silt,silt_meth,slope_aspect,slope_gradient,source_mat_id,store_cond,sulphur,sulphur_meth,synonyms,texture,texture_meth,total_nitrogen,total_nitrogen_meth,url,utc_date_sampled,utc_time_sampled,vegetation_dom_grasses,vegetation_dom_grasses_meth,vegetation_dom_shrubs,vegetation_dom_shrubs_meth,vegetation_dom_trees,vegetation_dom_trees_meth,vegetation_total_cover,vegetation_type,water_content,water_content_soil_meth
102.100.100/401610,Soil,12,meth_2.1,Free-living,0.28,meth_2.1,,,,,2021-11-24T00:00:00,SL102523,GRYW,meth_2.1,0.026,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.17,meth_2.1,107,meth_2.1,1.78,meth_2.1,0.32,meth_2.1,,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],1.77,meth_2.1,0.19,meth_2.1,0.16,meth_2.1,0.08,meth_2.1,0.03,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],0,meth_2.1,,,-33.705 150.45642,-33.705,Kandosol,meth_2.27,150.45642,,,1.00E-10,meth_2.1,Submitted value={profile_position:Upper slope},,1.32,meth_2.1,4.2,meth_2.1,5,meth_2.1,3,meth_2.1,43,meth_2.1,shoulder,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Lawson; Blue Mountains National Park. 2.8km north east of Lawson. 13.5km east north east of Katoomba,Jeff Powell,Soil,,,,,,,102.100.100/401610,frozen,3.1,meth_2.1,AMI008-0,1,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401610,11/24/21,,,,,,,,,Woodland,,
102.100.100/401612,Soil,15,meth_2.1,Free-living,0.96,meth_2.1,,,,,2021-11-30T00:00:00,SL102523,GRBK,meth_2.1,0.081,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.57,meth_2.1,136.6,meth_2.1,19.84,meth_2.1,1.77,meth_2.1,,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],2.43,meth_2.1,4.62,meth_2.1,1.82,meth_2.1,0.25,meth_2.1,0.11,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],0,meth_2.1,,,-34.5669 150.6561,-34.5669,Kandosol,meth_2.27,150.6561,,,17,meth_2.1,Submitted value={profile_position:Upper slope},,3.09,meth_2.1,4.2,meth_2.1,5.2,meth_2.1,10,meth_2.1,106,meth_2.1,shoulder,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Macquarie Pass,Jeff Powell,Soil,,,,,,,102.100.100/401612,frozen,8.7,meth_2.1,AMI009-0,2,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401612,11/30/21,,,,,,,,,Forest,,
102.100.100/401614,Soil,5,meth_2.1,Free-living,0.86,meth_2.1,,,,,2021-11-30T00:00:00,SL102523,DKGR,meth_2.1,0.124,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,2.08,meth_2.1,110.2,meth_2.1,33.77,meth_2.1,9.27,meth_2.1,,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],0.08,meth_2.1,6.34,meth_2.1,4.58,meth_2.1,0.31,meth_2.1,0.18,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],0,meth_2.1,,,-34.402 150.84319,-34.402,Kandosol,meth_2.27,150.84319,,,33,meth_2.1,Submitted value={profile_position:Lower slope},,2.74,meth_2.1,4.9,meth_2.1,5.8,meth_2.1,24,meth_2.1,188,meth_2.1,footslope,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Wollongong,Jeff Powell,Soil,,,,,,,102.100.100/401614,frozen,11.2,meth_2.1,AMI010-0,2.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401614,11/30/21,,,,,,,,,Forest,,
102.100.100/401616,Soil,9,meth_2.1,Free-living,1.1,meth_2.1,,,,,2021-11-30T00:00:00,SL102523,DKGR,meth_2.1,0.15,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,2.51,meth_2.1,64.7,meth_2.1,91.07,meth_2.1,13.14,meth_2.1,,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],0.05,meth_2.1,10.2,meth_2.1,2.97,meth_2.1,0.57,meth_2.1,0.11,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],0,meth_2.1,,,-34.4029 150.84216,-34.4029,Kandosol,meth_2.27,150.84216,,,50,meth_2.1,Submitted value={profile_position:Lower slope},,3.86,meth_2.1,5.1,meth_2.1,5.9,meth_2.1,37,meth_2.1,297,meth_2.1,footslope,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Wollongong,Jeff Powell,Soil,,,,,,,102.100.100/401616,frozen,14.1,meth_2.1,AMI011-0,2.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401616,11/30/21,,,,,,,,,Forest,,
102.100.100/401618,Soil,9,meth_2.1,Free-living,1.42,meth_2.1,,,,,2021-11-30T00:00:00,SL102523,DKGR,meth_2.1,0.189,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,2.71,meth_2.1,81.2,meth_2.1,83.49,meth_2.1,11.56,meth_2.1,,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],0.06,meth_2.1,12.78,meth_2.1,4.56,meth_2.1,0.81,meth_2.1,0.14,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],5,meth_2.1,,,-34.4036 150.84111,-34.4036,Kandosol,meth_2.27,150.84111,,,61,meth_2.1,Submitted value={profile_position:Lower slope},,4.05,meth_2.1,5.2,meth_2.1,5.9,meth_2.1,45,meth_2.1,355,meth_2.1,footslope,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Wollongong,Jeff Powell,Soil,,,,,,,102.100.100/401618,frozen,11.8,meth_2.1,AMI012-0,2,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401618,11/30/21,,,,,,,,,Forest,,
102.100.100/401620,Soil,8,meth_2.1,Free-living,0.89,meth_2.1,,,,,2021-11-30T00:00:00,SL102523,GRBK,meth_2.1,0.08,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,1.27,meth_2.1,50.1,meth_2.1,24.19,meth_2.1,1.57,meth_2.1,,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],1.08,meth_2.1,7.68,meth_2.1,3.56,meth_2.1,0.58,meth_2.1,0.22,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],0,meth_2.1,,,-34.1485 151.03063,-34.1485,Dermosol,meth_2.27,151.03063,,,24,meth_2.1,Submitted value={profile_position:Upper slope},,5.22,meth_2.1,4.7,meth_2.1,5.7,meth_2.1,15,meth_2.1,251,meth_2.1,shoulder,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Bola Creek,Jeff Powell,Soil,,,,,,,102.100.100/401620,frozen,5.2,meth_2.1,AMI013-0,2,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401620,11/30/21,,,,,,,,,Woodland,,
102.100.100/401622,Soil,19,meth_2.1,Free-living,0.63,meth_2.1,,,,,2021-11-30T00:00:00,SL102523,DKGR,meth_2.1,0.057,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.45,meth_2.1,86.7,meth_2.1,12.11,meth_2.1,1.92,meth_2.1,,1 Conservation and Natural Environments,1.1.7 Other conserved area,Soil [ENVO_00001998],0.85,meth_2.1,3.19,meth_2.1,2.18,meth_2.1,0.23,meth_2.1,0.11,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],5,meth_2.1,,,-33.7464 151.03944,-33.7464,Sodosol,meth_2.27,151.03944,,,2,meth_2.1,Submitted value={profile_position:Upper slope},,3.18,meth_2.1,4.6,meth_2.1,5.7,meth_2.1,2,meth_2.1,122,meth_2.1,shoulder,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Cumberland,Jeff Powell,Soil,,,,,,,102.100.100/401622,frozen,6.7,meth_2.1,AMI014-0,1.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401622,11/30/21,,,,,,,,,Woodland,,
102.100.100/401624,Soil,1,meth_2.1,Free-living,0.31,meth_2.1,,,,,2021-11-30T00:00:00,SL102523,GRYW,meth_2.1,0.026,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.37,meth_2.1,50,meth_2.1,0.68,meth_2.1,0.31,meth_2.1,,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],0.72,meth_2.1,0.49,meth_2.1,0.35,meth_2.1,0.09,meth_2.1,0.06,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],5,meth_2.1,,,-33.5857 151.28383,-33.5857,Kandosol,meth_2.27,151.28383,,,1.00E-10,meth_2.1,Submitted value={profile_position:Summit/ridge},,1.14,meth_2.1,4.6,meth_2.1,5.6,meth_2.1,2,meth_2.1,44,meth_2.1,summit,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Kuringai Chase,Jeff Powell,Soil,,,,,,,102.100.100/401624,frozen,3.9,meth_2.1,AMI015-0,1,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401624,11/30/21,,,,,,,,,Woodland,,
102.100.100/401626,Soil,2,meth_2.1,Free-living,0.31,meth_2.1,,,,,2021-11-30T00:00:00,SL102523,GR,meth_2.1,0.033,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.28,meth_2.1,109.3,meth_2.1,1.24,meth_2.1,0.51,meth_2.1,,1 Conservation and Natural Environments,1.1.7 Other conserved area,Soil [ENVO_00001998],1.65,meth_2.1,0.26,meth_2.1,0.23,meth_2.1,0.06,meth_2.1,0.06,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],0,meth_2.1,,,-33.3731 151.3333,-33.3731,Kandosol,meth_2.27,151.3333,,,1.00E-10,meth_2.1,Submitted value={profile_position:Summit/ridge},,1.12,meth_2.1,4.1,meth_2.1,4.9,meth_2.1,1.00E-10,meth_2.1,44,meth_2.1,summit,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Strickland,Jeff Powell,Soil,,,,,,,102.100.100/401626,frozen,3.1,meth_2.1,AMI016-0,1,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401626,11/30/21,,,,,,,,,Woodland,,
102.100.100/401628,Soil,1,meth_2.1,Free-living,0.19,meth_2.1,,,,,2021-11-30T00:00:00,SL102523,GRYW,meth_2.1,0.022,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.22,meth_2.1,44.9,meth_2.1,0.47,meth_2.1,0.24,meth_2.1,,1 Conservation and Natural Environments,1.1.5 Habitat/species management area,Soil [ENVO_00001998],1.35,meth_2.1,0.12,meth_2.1,0.09,meth_2.1,0.04,meth_2.1,0.03,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],5,meth_2.1,,,-33.2644 151.2917,-33.2644,Kandosol,meth_2.27,151.2917,,,1.00E-10,meth_2.1,Submitted value={profile_position:Summit/ridge},,0.87,meth_2.1,4.3,meth_2.1,5,meth_2.1,3,meth_2.1,22,meth_2.1,summit,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Ourimbah,Jeff Powell,Soil,,,,,,,102.100.100/401628,frozen,2.3,meth_2.1,AMI017-0,1,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401628,11/30/21,,,,,,,,,Woodland,,
102.100.100/401630,Soil,2,meth_2.1,Free-living,0.14,meth_2.1,,,,,2021-12-07T00:00:00,SL102523,GR,meth_2.1,0.026,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.18,meth_2.1,23,meth_2.1,1.37,meth_2.1,0.36,meth_2.1,,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],0.28,meth_2.1,0.28,meth_2.1,0.29,meth_2.1,0.02,meth_2.1,0.05,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],0,meth_2.1,,,-32.5136 152.3272,-32.5136,Lake,meth_2.27,152.3272,,,1.00E-10,meth_2.1,Submitted value={profile_position:Summit/ridge},,0.6,meth_2.1,3.7,meth_2.1,4.9,meth_2.1,1.00E-10,meth_2.1,16,meth_2.1,summit,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Myall Lakes,Jeff Powell,Soil,,,,,,,102.100.100/401630,frozen,2.1,meth_2.1,AMI018-0,1,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401630,12/7/21,,,,,,,,,Woodland,,
102.100.100/401632,Soil,16,meth_2.1,Free-living,2.32,meth_2.1,,,,,2021-12-07T00:00:00,SL102523,GRBR,meth_2.1,0.172,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,1.18,meth_2.1,75.8,meth_2.1,40.22,meth_2.1,1.58,meth_2.1,,1 Conservation and Natural Environments,1.1.7 Other conserved area,Soil [ENVO_00001998],3.94,meth_2.1,2.84,meth_2.1,1.44,meth_2.1,0.66,meth_2.1,0.09,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],0,meth_2.1,,,-32.1227 151.68166,-32.1227,Dermosol,meth_2.27,151.68166,,,60,meth_2.1,Submitted value={profile_position:Mid slope},,4.97,meth_2.1,4.6,meth_2.1,5.2,meth_2.1,27,meth_2.1,309,meth_2.1,backslope,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Barrington Tops,Jeff Powell,Soil,,,,,,,102.100.100/401632,frozen,11,meth_2.1,AMI019-0,2.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401632,12/7/21,,,,,,,,,Forest,,
102.100.100/401634,Soil,13,meth_2.1,Free-living,1.5,meth_2.1,,,,,2021-12-08T00:00:00,SL102523,GRBK,meth_2.1,0.108,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,1.83,meth_2.1,131.9,meth_2.1,86.88,meth_2.1,2.53,meth_2.1,,1 Conservation and Natural Environments,1.1.5 Habitat/species management area,Soil [ENVO_00001998],0.16,meth_2.1,16,meth_2.1,6.92,meth_2.1,0.82,meth_2.1,0.28,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],0,meth_2.1,,,-31.9817 151.8161,-31.9817,Kandosol,meth_2.27,151.8161,,,33,meth_2.1,Submitted value={profile_position:Summit/ridge},,4.36,meth_2.1,5,meth_2.1,5.9,meth_2.1,20,meth_2.1,390,meth_2.1,summit,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Copeland,Jeff Powell,Soil,,,,,,,102.100.100/401634,frozen,8.6,meth_2.1,AMI020-0,2.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401634,12/8/21,,,,,,,,,Woodland,,
102.100.100/401636,Soil,1.00E-10,meth_2.1,Free-living,0.24,meth_2.1,,,,,2021-12-08T00:00:00,SL102523,GR,meth_2.1,0.015,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.18,meth_2.1,92.8,meth_2.1,4.62,meth_2.1,0.18,meth_2.1,,1 Conservation and Natural Environments,1.1.1 Strict nature reserve,Soil [ENVO_00001998],0.31,meth_2.1,2.65,meth_2.1,0.32,meth_2.1,0.02,meth_2.1,0.05,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],0,meth_2.1,,,-30.8367 152.9878,-30.8367,Hydrosol,meth_2.27,152.9878,,,1,meth_2.1,Submitted value={profile_position:Summit/ridge},,1.34,meth_2.1,4.4,meth_2.1,5.9,meth_2.1,2,meth_2.1,16,meth_2.1,summit,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Stuart Point,Jeff Powell,Soil,,,,,,,102.100.100/401636,frozen,1.5,meth_2.1,AMI021-0,1,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401636,12/8/21,,,,,,,,,Woodland,,
102.100.100/401638,Soil,4,meth_2.1,Free-living,0.38,meth_2.1,,,,,2021-12-08T00:00:00,SL102523,DKBR,meth_2.1,0.058,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.13,meth_2.1,54.2,meth_2.1,3.12,meth_2.1,0.29,meth_2.1,,1 Conservation and Natural Environments,1.1.1 Strict nature reserve,Soil [ENVO_00001998],0.58,meth_2.1,1.33,meth_2.1,1.3,meth_2.1,0.09,meth_2.1,0.1,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],0,meth_2.1,,,-30.8315 152.989,-30.8315,Rudosol,meth_2.27,152.989,,,1.00E-10,meth_2.1,Submitted value={profile_position:Summit/ridge},,2.69,meth_2.1,3.3,meth_2.1,4.6,meth_2.1,1.00E-10,meth_2.1,50,meth_2.1,summit,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Stuart Point,Jeff Powell,Soil,,,,,,,102.100.100/401638,frozen,3.4,meth_2.1,AMI022-0,1,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401638,12/8/21,,,,,,,,,Woodland,,
102.100.100/401640,Soil,3,meth_2.1,Free-living,0.47,meth_2.1,,,,,2021-12-08T00:00:00,SL102523,GRBR,meth_2.1,0.05,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.5,meth_2.1,399.3,meth_2.1,12.61,meth_2.1,0.46,meth_2.1,,1 Conservation and Natural Environments,1.1.7 Other conserved area,Soil [ENVO_00001998],1.24,meth_2.1,2.35,meth_2.1,2.49,meth_2.1,0.26,meth_2.1,0.18,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],55-60,meth_2.1,,,-30.6341 153.0019,-30.6341,Kurosol,meth_2.27,153.0019,,,1.00E-10,meth_2.1,Submitted value={profile_position:Summit/ridge},,2.82,meth_2.1,4.5,meth_2.1,5.7,meth_2.1,1.00E-10,meth_2.1,162,meth_2.1,summit,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Nambucca Heads,Jeff Powell,Soil,,,,,,,102.100.100/401640,frozen,4.4,meth_2.1,AMI023-0,2.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401640,12/8/21,,,,,,,,,Woodland,,
102.100.100/401642,Soil,13,meth_2.1,Free-living,1.37,meth_2.1,,,,,2021-12-09T00:00:00,SL102523,GRBK,meth_2.1,0.058,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.43,meth_2.1,249.2,meth_2.1,1.52,meth_2.1,0.6,meth_2.1,,1 Conservation and Natural Environments,1.1.7 Other conserved area,Soil [ENVO_00001998],6.96,meth_2.1,0.84,meth_2.1,1.26,meth_2.1,0.24,meth_2.1,0.19,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],0,meth_2.1,,,-30.3214 152.9722,-30.3214,Chromosol,meth_2.27,152.9722,,,1.00E-10,meth_2.1,Submitted value={profile_position:Mid slope},,4.52,meth_2.1,4,meth_2.1,5,meth_2.1,9,meth_2.1,122,meth_2.1,backslope,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Coff's Harbour,Jeff Powell,Soil,,,,,,,102.100.100/401642,frozen,6.4,meth_2.1,AMI024-0,2.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401642,12/9/21,,,,,,,,,Forest,,
