layers	Brady_Reference	GCA_004212675_1	GCA_024199845_1	GCA_900099825_1	Brady_401573_Strain_1	Brady_401616_Strain_1	Brady_401656_Strain_2	Brady_401558_Strain_2	Brady_138538_Strain_2	Brady_401554_Strain_1	Brady_401652_Strain_2	GCA_000938255_1	Brady_401658_Strain_2	Brady_401558_Strain_1	Brady_401652_Strain_1	Brady_401564_Strain_2	GCA_011058295_1	GCA_900011245_1	GCA_001693485_1	Brady_12816_Strain_1	GCA_018130215_1	Brady_401600_Strain_2	Brady_401595_Strain_2	GCA_030435535_1	GCA_000473125_1	GCA_946415105_1	Brady_401588_Strain_2	GCA_018130385_1	Brady_401606_Strain_1	GCA_003020115_1	GCA_900129675_1	Brady_401566_Strain_1	GCA_031202265_1	GCA_016616425_1	GCA_027594865_1	GCA_018398895_1	Brady_401556_Strain_2	GCA_900104755_1	Brady_401660_Strain_1	Brady_401552_Strain_1	GCA_900142345_1	Brady_401548_Strain_2	GCA_029714945_1	GCA_015624505_1	GCA_001440415_1	GCA_000472925_1	Brady_401568_Strain_2	Brady_401557_Strain_2	GCA_936928535_1	GCA_023073735_1	GCA_006519655_1	GCA_008123425_1	Brady_401589_Strain_2	Brady_401600_Strain_1	GCA_003476535_1	GCA_029714305_1	GCA_018130795_1	GCA_030378205_1	Brady_401580_Strain_2	GCA_018130565_1	Brady_401568_Strain_1	GCA_000472425_1	Brady_401595_Strain_1	Brady_401593_Strain_2	Brady_401592_Strain_1	GCA_016907215_1	GCA_900142985_1	GCA_017614905_1	GCA_003062295_1	Brady_401563_Strain_2	Brady_401564_Strain_1	GCA_019455395_1	Brady_401632_Strain_1	Brady_401577_Strain_2	GCA_023073935_1	GCA_020329485_1	GCA_002108805_1	GCA_018131185_1	Brady_401550_Strain_2	GCA_000472385_1	GCA_900141755_1	Brady_401583_Strain_2	Brady_401560_Strain_2	GCA_003476565_1	GCA_016031625_1	GCA_000472645_1	GCA_015291625_1	GCA_018129725_1	Brady_401560_Strain_1	Brady_401554_Strain_2	Brady_401550_Strain_1	Brady_401571_Strain_1	Brady_401624_Strain_2	GCA_021052265_1	Brady_401658_Strain_1	GCA_029761915_1	GCA_001593325_1	Brady_401561_Strain_1	GCA_023073095_1	GCA_001908185_1	Brady_401552_Strain_2	GCA_900129425_1	GCA_022012435_1	GCA_029714405_1	GCA_023073035_1	Brady_401648_Strain_1	Brady_401586_Strain_2	GCA_023074095_1	Brady_401566_Strain_2	Brady_7085_Strain_2	Brady_401556_Strain_1	Brady_7085_Strain_1	GCA_023073475_1	Brady_401583_Strain_1	GCA_016616235_1	Brady_401567_Strain_2	Brady_401569_Strain_2	GCA_900109945_1	Brady_401580_Strain_1	Brady_401553_Strain_2	Brady_401581_Strain_1	Brady_401594_Strain_1	GCA_000518345_1	Brady_401576_Strain_1	GCA_004634465_1	Brady_401591_Strain_1	Brady_401582_Strain_1	GCA_019972155_1	Brady_401592_Strain_2	GCA_000938285_1	GCA_018398875_1	Brady_401577_Strain_1	GCA_023100945_1	Brady_401576_Strain_2	Brady_401570_Strain_1	Brady_401567_Strain_1	GCA_009766005_1	Brady_401656_Strain_1	Brady_401614_Strain_1	GCA_014844175_1	Brady_401557_Strain_1	Brady_401588_Strain_1	Brady_401553_Strain_1	Brady_401660_Strain_2	GCA_001440475_1	Brady_401589_Strain_1	GCA_018130785_1	Brady_401586_Strain_1	Brady_401569_Strain_1	Brady_401640_Strain_1	Brady_401636_Strain_1	Brady_401636_Strain_2	Brady_401593_Strain_1	Brady_138538_Strain_1	Brady_401582_Strain_2	Brady_7083_Strain_2	GCA_900129505_1	GCA_023072905_1	Brady_7083_Strain_1	Brady_401561_Strain_2	Brady_401608_Strain_1	Brady_401579_Strain_1	GCA_001440035_1	GCA_023073875_1	GCA_013114825_1	GCA_016031635_1	Brady_401548_Strain_1	Brady_401604_Strain_1	GCA_018130735_1	GCA_900011265_1	GCA_016612535_1	GCA_021052305_1	Brady_401608_Strain_2	Brady_401624_Strain_1	GCA_013114835_1	GCA_000465325_1	Brady_401594_Strain_2	Brady_401563_Strain_1	GCA_018130685_1	GCA_015291565_1	GCA_024199945_1
GCA_000472645_1	0.883657	0.824465	0.889457	0.822563	0.874889	0.876567	0.85576	0.854692	0.856066	0.88266	0.859574	0.886209	0.8565	0.886249	0.885263	0.852926	0.831156	0.889738	0.819368	0.877017	0.82724	0.852821	0.855845	0.879398	0.893259	0.831522	0.857189	0.82157	0.873899	0.891863	0.819844	0.880175	0.819745	0.885578	0.899619	0.816871	0.85312	0.823879	0.886273	0.886071	0.823463	0.856425	0.881898	0.88617	0.817288	0.861013	0.852796	0.857265	0.876921	0.883446	0.893453	0.883967	0.854709	0.877752	0.832281	0.823393	0.900142	0.828067	0.852711	0.890362	0.879446	0.817487	0.883034	0.853476	0.884666	0.886871	0.805975	0.823728	0.81978	0.85196	0.880641	0.878722	0.875136	0.852669	0.884443	0.821087	0.887243	0.888923	0.8576	0.809946	0.812439	0.854242	0.854056	0.832831	0.885875	1.0	0.832216	0.830479	0.887594	0.853858	0.892318	0.875189	0.852581	0.893217	0.892431	0.873099	0.88592	0.880734	0.889674	0.889117	0.852451	0.809616	0.876236	0.858515	0.889206	0.876364	0.857794	0.885585	0.852902	0.851841	0.885099	0.886041	0.885361	0.882982	0.888418	0.854406	0.852855	0.893974	0.880994	0.859652	0.879916	0.883198	0.889338	0.878337	0.900149	0.877605	0.879703	0.831782	0.852895	0.887216	0.817861	0.885985	0.82161	0.852897	0.875202	0.887527	0.811813	0.885108	0.87613	0.892107	0.885519	0.884126	0.886815	0.855381	0.823384	0.884852	0.897451	0.887727	0.879196	0.876272	0.880184	0.851484	0.881404	0.881333	0.853907	0.853857	0.818508	0.887272	0.890264	0.852197	0.875296	0.875686	0.876109	0.885017	0.817363	0.888756	0.889483	0.87617	0.900531	0.899998	0.882544	0.887485	0.851173	0.887223	0.818853	0.832262	0.853446	0.877987	0.890022	0.832936	0.882054
GCA_000472925_1	0.854918	0.820943	0.855014	0.818242	0.856907	0.853399	0.830523	0.831923	0.83007	0.860597	0.832766	0.857294	0.830877	0.865006	0.86127	0.829248	0.82487	0.853969	0.815684	0.858888	0.825362	0.828215	0.829019	0.854031	0.858594	0.826018	0.8325	0.817403	0.853056	0.855149	0.814658	0.858666	0.815936	0.852063	0.85732	0.812241	0.831616	0.818566	0.861637	0.864677	0.817875	0.831193	0.85474	0.859172	0.814508	1.0	0.827269	0.832507	0.852274	0.852765	0.858292	0.85532	0.831445	0.856577	0.827293	0.819697	0.859757	0.824678	0.829456	0.856569	0.857388	0.816311	0.858922	0.832698	0.864759	0.852341	0.80398	0.81981	0.815408	0.829207	0.860136	0.853368	0.853684	0.831867	0.852889	0.818742	0.851122	0.853516	0.832195	0.809629	0.810586	0.830136	0.832817	0.827082	0.854987	0.860071	0.826308	0.826205	0.867765	0.829559	0.865949	0.855315	0.832148	0.858296	0.865901	0.859859	0.853249	0.860321	0.854246	0.857441	0.830686	0.806838	0.851423	0.897448	0.854375	0.854541	0.832927	0.85408	0.829095	0.831003	0.864683	0.865153	0.853585	0.859871	0.855651	0.830749	0.8288	0.855021	0.860279	0.832214	0.85825	0.861744	0.854648	0.85724	0.859	0.857949	0.858293	0.824333	0.832296	0.857224	0.813446	0.865563	0.817068	0.827764	0.855651	0.863597	0.80809	0.861576	0.854531	0.858058	0.863449	0.86138	0.860677	0.83046	0.817711	0.863917	0.858213	0.863843	0.858678	0.858135	0.858552	0.828737	0.862506	0.857894	0.8303	0.830799	0.813212	0.852141	0.863889	0.829411	0.853925	0.854944	0.850884	0.8539	0.8121	0.854089	0.863979	0.855403	0.859826	0.858681	0.852159	0.852347	0.827619	0.867233	0.815236	0.827025	0.831036	0.858085	0.856322	0.828017	0.862191
GCA_000473125_1	0.88034	0.824854	0.884691	0.821494	0.872191	0.873416	0.85154	0.851319	0.851009	0.880542	0.851514	0.879956	0.852672	0.884275	0.878724	0.84778	0.830545	0.881503	0.817989	0.873965	0.827965	0.848158	0.85015	0.88067	1.0	0.831424	0.85349	0.819826	0.871421	0.883124	0.817905	0.877925	0.818158	0.881736	0.89329	0.815094	0.85076	0.82156	0.883445	0.883176	0.821333	0.851703	0.882995	0.882155	0.816074	0.858141	0.848484	0.85247	0.87707	0.879876	0.999776	0.882943	0.851009	0.874643	0.832314	0.824432	0.893963	0.825928	0.848894	0.887514	0.87639	0.817728	0.880332	0.848675	0.882377	0.880604	0.805236	0.824136	0.817615	0.848629	0.877879	0.877343	0.872189	0.849688	0.879799	0.822264	0.879587	0.884069	0.853263	0.81051	0.811381	0.849862	0.850834	0.832216	0.884904	0.894245	0.832523	0.831794	0.885561	0.850057	0.88996	0.873487	0.848291	0.999938	0.88932	0.872686	0.883231	0.877958	0.882595	0.885217	0.848753	0.809255	0.875922	0.855466	0.883076	0.873368	0.852519	0.88245	0.848968	0.846226	0.882527	0.882887	0.881554	0.87958	0.8983	0.851043	0.849517	0.889503	0.879238	0.855227	0.876828	0.881104	0.883132	0.876767	0.893755	0.875455	0.876765	0.831309	0.848777	0.880455	0.817071	0.884396	0.818847	0.849712	0.872174	0.884568	0.810421	0.881215	0.872934	0.993871	0.88295	0.880798	0.883557	0.851986	0.820402	0.882326	0.894127	0.883551	0.876939	0.873469	0.880918	0.850882	0.878398	0.878572	0.849664	0.849877	0.815783	0.880466	0.887937	0.848561	0.872205	0.873099	0.876521	0.881897	0.815329	0.883411	0.886934	0.873109	0.895256	0.89388	0.877452	0.880319	0.847361	0.884064	0.817432	0.83203	0.849076	0.876028	0.887927	0.833715	0.884174
GCA_000518345_1	0.87649	0.820379	0.882	0.819937	0.867492	0.869217	0.846815	0.846146	0.850907	0.875615	0.847197	0.880236	0.847581	0.879986	0.875269	0.844287	0.825412	0.944103	0.81627	0.869316	0.82315	0.844112	0.845954	0.873432	0.884836	0.827772	0.847545	0.818018	0.866794	0.945435	0.817188	0.872741	0.81799	0.879053	0.890449	0.814664	0.845573	0.820042	0.880467	0.878887	0.819553	0.84781	0.876216	0.876668	0.81381	0.854711	0.843878	0.847489	0.867907	0.878896	0.884869	0.877223	0.846217	0.871376	0.827454	0.819203	0.889774	0.822266	0.844132	0.88109	0.871973	0.814202	0.875484	0.844506	0.877674	0.945911	0.803729	0.819134	0.816779	0.843211	0.874075	0.868476	0.869023	0.84356	0.878571	0.817547	0.94513	0.880331	0.849259	0.806591	0.809973	0.845006	0.845144	0.827577	0.876346	0.890505	0.82735	0.827551	0.880792	0.84602	0.885989	0.868471	0.844529	0.88499	0.884843	0.867747	0.878455	0.873318	0.982683	0.880078	0.843818	0.807478	0.869699	0.850054	0.981594	0.8692	0.847454	0.87915	0.84477	0.842926	0.878785	0.87979	0.878888	0.875306	0.880614	0.845307	0.844709	0.885773	0.874358	0.851496	0.872857	0.876332	1.0	0.871904	0.891011	0.87078	0.872354	0.826306	0.843575	0.880538	0.81434	0.87867	0.817363	0.845271	0.867881	0.880466	0.810136	0.876423	0.869121	0.883805	0.877984	0.876599	0.880318	0.849017	0.818896	0.877354	0.889045	0.879696	0.872893	0.868718	0.873305	0.843367	0.874698	0.877317	0.845557	0.848758	0.815558	0.945293	0.886266	0.843746	0.86791	0.868076	0.86894	0.87852	0.81327	0.878102	0.883087	0.869086	0.89015	0.890462	0.876135	0.945988	0.843464	0.880641	0.816626	0.826759	0.845462	0.871117	0.881321	0.828734	0.876383
GCA_000938255_1	0.884344	0.821389	0.87449	0.820575	0.873273	0.874943	0.853332	0.8504	0.856054	0.879997	0.853503	1.0	0.852036	0.883246	0.879839	0.851704	0.826499	0.879708	0.814321	0.874384	0.824376	0.850695	0.852119	0.878954	0.879946	0.828581	0.852893	0.817834	0.87402	0.880536	0.817474	0.878702	0.818862	0.871108	0.881741	0.813655	0.851383	0.820265	0.883257	0.884231	0.820847	0.8521	0.884924	0.889001	0.813806	0.856538	0.850596	0.852619	0.873245	0.870736	0.88024	0.891733	0.851694	0.877931	0.828996	0.818979	0.884382	0.823716	0.850509	0.873027	0.876887	0.81434	0.881036	0.849377	0.884324	0.877117	0.803498	0.820645	0.817156	0.851946	0.879587	0.874159	0.875821	0.849411	0.87104	0.818215	0.8767	0.873331	0.851535	0.807704	0.81052	0.850902	0.851468	0.82844	0.870955	0.88689	0.827574	0.827992	0.886068	0.850658	0.888003	0.875623	0.850994	0.879691	0.887952	0.869328	0.871708	0.878789	0.87933	0.878598	0.84994	0.807685	0.874762	0.852927	0.879188	0.874763	0.852596	0.872258	0.851937	0.849501	0.883214	0.885999	0.87217	0.880733	0.875805	0.851765	0.851129	0.885008	0.879236	0.854048	0.877655	0.88301	0.879585	0.877538	0.885142	0.875869	0.877865	0.827675	0.849914	0.980873	0.813458	0.883596	0.818329	0.851289	0.874235	0.886566	0.811675	0.883056	0.87415	0.878189	0.881444	0.879865	0.881952	0.852449	0.817687	0.882429	0.883115	0.884173	0.877223	0.875165	0.878179	0.849295	0.87835	0.882585	0.851753	0.850712	0.814485	0.877437	0.888447	0.850696	0.873915	0.874963	0.872534	0.872059	0.813624	0.872044	0.887455	0.876077	0.884948	0.884551	0.8857	0.87694	0.850744	0.886441	0.816174	0.82751	0.852148	0.877532	0.874088	0.82915	0.885392
GCA_000938285_1	0.884777	0.820694	0.875845	0.820205	0.873645	0.874579	0.853633	0.850721	0.855224	0.880016	0.852548	0.980633	0.851826	0.883453	0.879716	0.850656	0.826857	0.879124	0.815308	0.874241	0.824079	0.850456	0.85222	0.879619	0.879676	0.828319	0.852305	0.818576	0.873524	0.880902	0.817275	0.877846	0.818652	0.871741	0.882836	0.81256	0.850815	0.819521	0.883461	0.884511	0.819875	0.852258	0.884627	0.889008	0.814042	0.856679	0.849761	0.85197	0.874517	0.871679	0.879936	0.891771	0.851186	0.877858	0.828343	0.819632	0.883884	0.822581	0.850267	0.874315	0.876508	0.813665	0.881268	0.850073	0.883646	0.877147	0.804062	0.820249	0.816531	0.851528	0.879411	0.874326	0.876081	0.849452	0.872244	0.818429	0.877293	0.872625	0.851065	0.806519	0.809839	0.850778	0.850859	0.827816	0.870737	0.887027	0.828773	0.82745	0.885693	0.850423	0.888057	0.87491	0.850717	0.879543	0.888155	0.870313	0.8712	0.87868	0.879886	0.878101	0.849121	0.807688	0.875167	0.853139	0.879032	0.874715	0.852261	0.870901	0.851691	0.849821	0.883316	0.886507	0.871886	0.880744	0.876368	0.851889	0.851458	0.884529	0.879594	0.853561	0.877706	0.883689	0.879874	0.877784	0.884839	0.876045	0.878071	0.826756	0.849618	1.0	0.814368	0.883635	0.817137	0.851344	0.874113	0.886184	0.810069	0.883668	0.874221	0.878433	0.881852	0.87996	0.881332	0.852074	0.817827	0.88273	0.882911	0.883837	0.877624	0.874415	0.878545	0.849394	0.879189	0.882331	0.851654	0.849914	0.814477	0.878034	0.888318	0.849124	0.873871	0.874977	0.874144	0.871718	0.813606	0.872469	0.886588	0.87554	0.884582	0.884181	0.885782	0.878071	0.850017	0.886204	0.816578	0.827425	0.851414	0.8776	0.874715	0.829562	0.885555
GCA_001440035_1	0.886487	0.819001	0.868675	0.81765	0.873079	0.871585	0.854257	0.849547	0.853099	0.87983	0.849807	0.874669	0.850312	0.879749	0.876054	0.852319	0.82671	0.867952	0.814253	0.872288	0.82415	0.851669	0.85177	0.892078	0.877143	0.825956	0.851192	0.816562	0.873327	0.869352	0.81491	0.87855	0.816198	0.867	0.876515	0.812634	0.849892	0.817654	0.881724	0.883348	0.81787	0.849677	0.88674	0.879951	0.812791	0.851387	0.850604	0.84929	0.904274	0.86577	0.876041	0.885467	0.850692	0.877141	0.828473	0.819235	0.876381	0.823027	0.848672	0.871682	0.877321	0.815097	0.880301	0.848229	0.881592	0.865144	0.804671	0.819089	0.815894	0.852431	0.880407	0.963574	0.872914	0.849803	0.866776	0.818597	0.865075	0.869293	0.850953	0.808223	0.809131	0.849442	0.849928	0.829219	0.869662	0.877628	0.827972	0.826704	0.88321	0.850463	0.885811	0.874476	0.848337	0.877424	0.885953	0.860072	0.866107	0.879156	0.868121	0.869433	0.849372	0.807708	0.912651	0.85879	0.868157	0.873328	0.851219	0.866356	0.852037	0.846098	0.880237	0.881607	0.86642	0.878386	0.873437	0.851376	0.850554	0.874745	0.877491	0.851489	0.875077	0.881588	0.868316	0.87871	0.875813	0.875762	0.875897	0.826972	0.84881	0.874308	0.81238	0.882901	0.816274	0.853439	0.873421	0.885869	0.809052	0.882326	0.874123	0.87565	0.878162	0.877026	0.878018	0.851527	0.81722	0.880579	0.875227	0.881629	0.877186	0.873803	0.879607	0.850877	0.876057	0.879327	0.850441	0.84693	0.812957	0.866541	0.883683	0.850677	0.872878	0.875408	1.0	0.865761	0.810931	0.86693	0.883261	0.874081	0.875487	0.875579	0.877822	0.865325	0.850596	0.881804	0.814066	0.828067	0.850614	0.878396	0.870787	0.830024	0.886109
GCA_001440415_1	0.81384	0.824277	0.813599	0.844394	0.831673	0.842116	0.806408	0.811922	0.804515	0.833288	0.815813	0.813785	0.813292	0.839003	0.842482	0.807645	0.825866	0.813656	0.942057	0.828191	0.822475	0.805103	0.806233	0.813874	0.815797	0.825271	0.813413	0.87878	0.837108	0.813911	0.836089	0.835335	0.837233	0.813388	0.816796	0.921881	0.810236	0.844695	0.839024	0.836392	0.844203	0.811901	0.813718	0.815282	1.0	0.813965	0.806374	0.813052	0.812095	0.813646	0.815586	0.812989	0.809053	0.833565	0.824777	0.863663	0.816024	0.819339	0.807621	0.816123	0.833869	0.807407	0.833458	0.809873	0.836016	0.814561	0.805117	0.82437	0.886906	0.808859	0.834756	0.813858	0.837973	0.809333	0.812163	0.824638	0.813325	0.814897	0.813384	0.806056	0.818207	0.810658	0.812666	0.825341	0.815857	0.819202	0.826337	0.825685	0.838032	0.807231	0.838858	0.832959	0.80951	0.815539	0.839794	0.81431	0.814804	0.834955	0.813	0.814309	0.807158	0.814846	0.811591	0.814218	0.8128	0.833626	0.811797	0.812123	0.807242	0.810055	0.837503	0.836802	0.812012	0.840337	0.814597	0.808624	0.806809	0.813474	0.835442	0.814831	0.841404	0.834159	0.812612	0.833345	0.816055	0.834409	0.833091	0.824348	0.808884	0.814158	0.943075	0.838101	0.877662	0.80668	0.830648	0.835174	0.816413	0.831884	0.839709	0.815458	0.840092	0.839787	0.842823	0.812397	0.878815	0.836355	0.815164	0.838126	0.832747	0.83477	0.837374	0.808243	0.83902	0.83046	0.806226	0.811404	0.822617	0.813655	0.839528	0.807053	0.836162	0.832615	0.813764	0.811911	0.901359	0.81699	0.838761	0.836103	0.815986	0.817321	0.812752	0.815151	0.808818	0.836358	0.880823	0.824777	0.808114	0.836846	0.815659	0.826686	0.813396
GCA_001440475_1	0.817412	0.82741	0.817642	0.847271	0.835098	0.845367	0.810615	0.815917	0.808591	0.83823	0.81752	0.817609	0.817583	0.8433	0.847401	0.809515	0.830601	0.817618	0.88098	0.832774	0.826711	0.809625	0.809782	0.818256	0.820046	0.831067	0.817543	0.881208	0.840236	0.819438	0.838755	0.838256	0.839277	0.817038	0.820732	0.876264	0.812701	0.846581	0.844847	0.839385	0.847265	0.814244	0.818204	0.819944	0.877455	0.818285	0.809703	0.816811	0.817449	0.817607	0.819754	0.817538	0.812253	0.837306	0.83129	0.870179	0.820395	0.821301	0.810328	0.819387	0.837127	0.810024	0.836623	0.812347	0.840428	0.818078	0.807866	0.827747	0.879123	0.811329	0.839819	0.818218	0.842694	0.813146	0.817105	0.825407	0.818716	0.817828	0.819152	0.806058	0.820311	0.814229	0.815665	0.831614	0.820413	0.822864	0.829365	0.829989	0.842712	0.811826	0.842473	0.837727	0.813178	0.819097	0.844944	0.820119	0.818841	0.837905	0.818491	0.818244	0.811984	0.816854	0.816003	0.815656	0.819666	0.835914	0.814726	0.815998	0.81014	0.812941	0.842797	0.841728	0.816659	0.843739	0.818033	0.811356	0.810602	0.818979	0.839279	0.818794	0.84526	0.839429	0.819255	0.837471	0.820189	0.837286	0.835898	0.829096	0.811512	0.818247	0.876223	0.841908	0.87733	0.81001	0.834582	0.838888	0.81796	0.836481	0.843817	0.819844	0.84507	0.845105	0.846414	0.816069	1.0	0.840559	0.820974	0.842717	0.836665	0.839331	0.841405	0.81253	0.842309	0.834745	0.809936	0.814578	0.822966	0.81921	0.843457	0.810231	0.840501	0.835627	0.817354	0.817041	0.879754	0.818478	0.843744	0.840431	0.82047	0.821109	0.816759	0.81927	0.811132	0.840806	0.877323	0.831626	0.810183	0.839858	0.81977	0.832463	0.818034
GCA_001593325_1	0.871826	0.822755	0.899886	0.820678	0.865243	0.866224	0.843477	0.84345	0.844009	0.874178	0.844867	0.872887	0.844675	0.877317	0.872178	0.840438	0.827189	0.876768	0.815624	0.867316	0.825216	0.839833	0.842357	0.871016	0.884145	0.828701	0.846024	0.818469	0.864767	0.877975	0.816415	0.87037	0.817071	0.881488	0.887337	0.814403	0.842426	0.820637	0.877695	0.877141	0.820028	0.843329	0.879503	0.875299	0.813867	0.853631	0.840409	0.844764	0.868251	0.891308	0.884642	0.8715	0.841985	0.868495	0.828966	0.820693	0.884003	0.824354	0.841515	0.913041	0.868821	0.817113	0.873551	0.840641	0.874935	0.876017	0.804715	0.822438	0.818188	0.840623	0.871452	0.870132	0.865689	0.841873	0.891132	0.820786	0.875929	0.890551	0.846393	0.810273	0.810837	0.841508	0.842958	0.82893	0.886521	0.887284	0.829366	0.82883	0.8777	0.841599	0.882585	0.866869	0.841672	0.884788	0.881874	0.866665	0.999997	0.871957	0.878153	0.876849	0.84106	0.806289	0.868064	0.851328	0.877408	0.867518	0.844068	0.891923	0.84069	0.839864	0.8766	0.876554	0.890916	0.873181	0.87951	0.842841	0.841537	0.878056	0.872785	0.848054	0.870442	0.873987	0.878008	0.870037	0.882594	0.868949	0.870644	0.828409	0.8395	0.872434	0.814084	0.875743	0.818886	0.841179	0.865324	0.876489	0.810263	0.874598	0.866593	0.883839	0.87513	0.874535	0.876639	0.845547	0.819472	0.874191	0.883618	0.876442	0.870037	0.86765	0.87159	0.840328	0.870942	0.872119	0.842553	0.843133	0.815382	0.875818	0.880167	0.839632	0.865411	0.866034	0.867814	0.891591	0.813624	0.887561	0.879563	0.865865	0.883196	0.882392	0.8691	0.875749	0.839997	0.87721	0.816517	0.828301	0.84087	0.869005	0.912169	0.831618	0.871679
GCA_001693485_1	0.814627	0.826564	0.815753	0.846588	0.831171	0.843166	0.807482	0.813712	0.805153	0.835165	0.816023	0.814896	0.814701	0.84	0.843859	0.808747	0.827354	0.814629	1.0	0.829269	0.82342	0.807343	0.807493	0.814772	0.817429	0.826046	0.813876	0.882114	0.837663	0.814848	0.838032	0.836	0.838483	0.815113	0.818296	0.917648	0.810415	0.846942	0.841765	0.836912	0.847452	0.812914	0.815031	0.817172	0.940774	0.814869	0.807458	0.814532	0.813072	0.815296	0.816991	0.814929	0.809956	0.835501	0.826302	0.866335	0.81745	0.820102	0.808838	0.816536	0.836403	0.809682	0.835658	0.810758	0.837978	0.814446	0.805551	0.826952	0.883725	0.808205	0.83722	0.814543	0.840515	0.810943	0.814989	0.825631	0.814646	0.815734	0.814224	0.804897	0.819991	0.812008	0.813295	0.827019	0.816619	0.819193	0.826506	0.82747	0.840089	0.808461	0.840312	0.834615	0.81103	0.817072	0.841691	0.816486	0.815117	0.835515	0.81497	0.815423	0.809291	0.818439	0.813094	0.813467	0.815341	0.833976	0.813783	0.814827	0.809089	0.810899	0.83966	0.838675	0.814483	0.841068	0.81734	0.809507	0.809079	0.814071	0.836482	0.815792	0.841293	0.83687	0.814811	0.83479	0.816337	0.835318	0.834057	0.826766	0.809366	0.815427	0.935966	0.839855	0.880551	0.80721	0.832321	0.837443	0.815603	0.834869	0.841057	0.817067	0.84131	0.841711	0.844256	0.813216	0.882481	0.837566	0.817647	0.839401	0.834316	0.836563	0.839554	0.810664	0.839309	0.832501	0.808053	0.81288	0.824308	0.814923	0.840869	0.806991	0.838242	0.833506	0.815001	0.814696	0.905126	0.81718	0.840568	0.837917	0.816963	0.817445	0.814164	0.814104	0.80892	0.838866	0.886006	0.826475	0.808688	0.836678	0.817462	0.828972	0.815995
GCA_001908185_1	0.87778	0.824052	0.881029	0.819584	0.868715	0.871403	0.847012	0.846821	0.847827	0.880077	0.848308	0.878051	0.847395	0.879507	0.875671	0.847125	0.826173	0.878815	0.81431	0.875985	0.825572	0.84351	0.845778	0.875406	0.884998	0.828324	0.849303	0.817785	0.867063	0.881833	0.816248	0.874397	0.817087	0.878746	0.887348	0.813683	0.846449	0.819589	0.880082	0.881112	0.819498	0.849107	0.877763	0.877358	0.813777	0.857654	0.847705	0.848754	0.869682	0.876801	0.885047	0.877576	0.846343	0.871443	0.827385	0.819309	0.888786	0.825049	0.847386	0.880366	0.874524	0.816957	0.876559	0.84674	0.878292	0.878867	0.803423	0.820555	0.815867	0.845133	0.876223	0.871342	0.869495	0.846478	0.877432	0.818923	0.878188	0.878261	0.849151	0.809196	0.809656	0.848575	0.846766	0.827095	0.875436	0.888927	0.829349	0.826883	0.880793	0.849516	0.8862	0.870314	0.847389	0.885117	0.88507	0.872371	0.877404	0.875502	0.880665	1.0	0.845529	0.806602	0.870716	0.853651	0.879691	0.871686	0.849643	0.878713	0.846676	0.844762	0.879275	0.881153	0.878566	0.878237	0.881558	0.847546	0.847574	0.883266	0.877285	0.850685	0.876867	0.87734	0.880161	0.873388	0.88882	0.87197	0.87602	0.826154	0.844764	0.878717	0.814201	0.880838	0.818382	0.846395	0.868908	0.881245	0.807637	0.877202	0.870982	0.88321	0.879503	0.87692	0.879578	0.848056	0.818409	0.878641	0.889208	0.880463	0.874866	0.870465	0.874231	0.844218	0.875324	0.875119	0.849544	0.845427	0.815512	0.879254	0.884262	0.84586	0.868209	0.869837	0.869938	0.877976	0.812535	0.877108	0.884135	0.869867	0.8884	0.888823	0.875085	0.879172	0.843806	0.881888	0.815825	0.827461	0.846436	0.872112	0.880453	0.830357	0.877653
GCA_002108805_1	0.873238	0.817795	0.878468	0.818469	0.865212	0.866188	0.844437	0.844756	0.847963	0.872803	0.845701	0.877882	0.845669	0.877106	0.872458	0.84174	0.824503	0.943111	0.814291	0.866036	0.822156	0.842126	0.843752	0.869109	0.880445	0.825756	0.84593	0.817281	0.86438	0.937812	0.814175	0.869911	0.816449	0.875136	0.887952	0.811149	0.843824	0.818961	0.877721	0.875572	0.818938	0.845508	0.874131	0.875986	0.812649	0.852022	0.841519	0.845043	0.866001	0.875617	0.880603	0.874028	0.843475	0.867729	0.825975	0.819158	0.887949	0.821249	0.842238	0.879035	0.86901	0.8135	0.872329	0.841545	0.874482	0.983613	0.802067	0.817187	0.816086	0.841258	0.870463	0.868678	0.865437	0.842088	0.876619	0.816739	1.0	0.879573	0.847256	0.805944	0.809033	0.842711	0.843511	0.826915	0.87364	0.887465	0.825065	0.826115	0.877607	0.842354	0.882473	0.866105	0.841587	0.880462	0.881775	0.865052	0.875138	0.870404	0.944586	0.878709	0.841866	0.8064	0.866779	0.848726	0.944517	0.865877	0.844953	0.876389	0.841672	0.841235	0.875384	0.876666	0.876952	0.873275	0.878006	0.842982	0.84216	0.883423	0.871379	0.849072	0.87058	0.872352	0.944282	0.869079	0.887884	0.86806	0.869424	0.824776	0.840767	0.877766	0.813594	0.875985	0.817645	0.842266	0.865453	0.877062	0.807392	0.873895	0.866442	0.878854	0.874939	0.873823	0.876784	0.846963	0.816839	0.874576	0.886336	0.876132	0.86921	0.865763	0.870922	0.840893	0.870696	0.873971	0.842775	0.845133	0.813433	0.981207	0.882404	0.841308	0.865397	0.865725	0.866087	0.876637	0.812458	0.876204	0.880387	0.86643	0.887132	0.886668	0.873191	0.984286	0.841047	0.876912	0.813948	0.825994	0.84233	0.868638	0.878928	0.828537	0.873868
