"SampleID"	"Organization"	"Title"	"Description"	"URL"	"Tags"	"LatLong"	"long"	"lat"	"LatLongType"	"License"	"ammonium_nitrogen"	"analysis_software_version"	"archive_ingestion_date"	"australian_soil_classification"	"boron"	"broad_land_use"	"clay_percent"	"color"	"conductivity"	"contextual_data_submission_date"	"course_sand_percent"	"data_generated"	"data_type"	"dataset_url"	"date_of_transfer"	"date_sampled"	"depth"	"description"	"detailed_land_use"	"copper"	"iron"	"manganese"	"zinc"	"elevation"	"environment"	"extractable_aluminium"	"extractable_calcium"	"extractable_magnesium"	"extractable_potassium"	"extractable_sodium"	"facility"	"find_sand_percent"	"flow_id"	"folder_name"	"general_ecological_zone"	"geo_loc..country.subregion."	"gravel_percent"	"insert_size_range"	"latitude..decimal.degrees."	"library_construction_protocol"	"license_id"	"location_description"	"longitude..decimal.degrees."	"name"	"ncbi_bioproject_accession"	"ncbi_biosample_accession"	"nitrate_nitrogen"	"notes"	"organic_carbon_percent"	"ph_level_cacl2"	"ph_level_h2o"	"phosphorus_colwell"	"potassium_colwell"	"read_length"	"sample_extraction_id"	"sample_id"	"sample_submission_date"	"sample_type"	"sand_percent"	"sequencer"	"silt_percent"	"slope_percent"	"slope_aspect"	"soil_moisture_percent"	"sulfur"	"texture"	"ticket"	"title"	"vegetation_type"	"Inorganic_Nitrogen"	"texture_2"	"catalogID"	"MAT"	"MAP"	"AridityIndex"	"NPP"	"organic_Carbon_extrametadata"
"Sample_13729"	"75a9f0a5-fc60-4af6-b455-32e2011d969b"	"BASE Metagenomics 13729_1"	"BASE Metagenomics 13729_1"	"bpa-base-metagenomics-13729_1-h33cgbcxx"	NA	"120.655109722222, -30.19191"	120.655109722222	-30.19191	" Point"	"CC-BY-3.0-AU"	1e-10	"1.8.2"	"2015-06-19"	""	9.74	"Conservation and Natural Environments"	10.8	"BRRD"	0.779	NA	NA	"2015-06-19"	"Metagenomics"	""	"2015-06-19"	"2013-10-16"	0	"BASE metagenomics"	"Conservation and Natural Environments - Nature conservation"	4.26	6.94	2.43	0.28	437	"Soil"	0.124	12.49	10.41	0.76	7.74	"AGRF"	NA	"H33CGBCXX"	"20150619_AGRF_BPA_BASE_H33CGBCXX"	"Temperate"	"Australia"	0	"550bp"	-30.19191	"TruSeq DNA nano"	"CC-BY-3.0-AU"	"Credo Salmon Gum plot"	120.6551097222	"bpa-base-metagenomics-13729_1-h33cgbcxx"	"PRJNA317932"	"SAMN04874598"	8	"BASE Metagenomics 13729_1"	0.62	8.5	9.4	3	295	"150bp"	"13729_1"	"102.100.100/13729"	"2015-06-19"	"Soil"	38.6	"HiSeq 2500"	50.6	0	NA	NA	83.3	3	"BRLOPS-657"	"BASE Metagenomics 13729_1"	"Woodland"	8.0000000001	61.4	13729	17.3	30.428333	0.25076464	10	1.0411196
"Sample_7075"	"75a9f0a5-fc60-4af6-b455-32e2011d969b"	"BASE Metagenomics 7075_1"	"BASE Metagenomics 7075_1"	"bpa-base-metagenomics-7075_1-h2thfbcxx"	NA	"120.546166666667, -28.0505166666667"	120.546166666667	-28.0505166666667	" Point"	"CC-BY-3.0-AU"	1e-10	"1.8.2"	"2015-06-04"	"Rudosols"	0.34	"Conservation and Natural Environments"	12.08	"BROR"	0.148	NA	43.57	"2015-06-04"	"Metagenomics"	""	""	"2011-11-17"	0	"BASE metagenomics"	"Conservation and Natural Environments - Other minimal use - Residual native cover"	1.59	26.31	6.09	0.2	523	"Soil"	1e-10	11	2.9	0.36	0.12	"RAMACIOTTI"	36.26	"H2THFBCXX"	"20150522_UNSW_BPA_BASE_H2THFBCXX"	"Arid"	"Australia"	0	"300-1000bp"	-28.0505166667	"TruSeq Nano"	"CC-BY-3.0-AU"	"Wild Cat"	120.5461666667	"bpa-base-metagenomics-7075_1-h2thfbcxx"	"PRJNA317932"	"SAMN04873619"	3	"BASE Metagenomics 7075_1"	0.71	7.7	8.3	4	159	"150bp"	"7075_1"	"102.100.100/7075"	""	"Soil"	79.83	"HiSeq2500"	8.09	NA	NA	NA	10.6	3	"BRLOPS-649"	"BASE Metagenomics 7075_1"	"Shrubland"	3.0000000001	20.17	7075	20.1	17.776667	0.0914454	1	0.08584509
"Sample_19457"	"75a9f0a5-fc60-4af6-b455-32e2011d969b"	"BASE Metagenomics 19457_1"	"BASE Metagenomics 19457_1"	"bpa-base-metagenomics-19457_1-hfcgvbcxx"	NA	"150.73895, -33.6123"	150.73895	-33.6123	" Point"	"CC-BY-3.0-AU"	11	"1.8.2"	"2015-11-17"	""	0.16	"Conservation and Natural Environments"	5.72	"BRGR"	0.032	NA	76.72	"2015-11-17"	"HiSeq"	"https://downloads.bioplatforms.com/bpa/base/raw/metagenomics/ramaciotti/BRLOPS-736/"	"2015-11-17"	"2015-02-18"	0	"BASE Metagenomics"	"Production from Dryland Agriculture and Plantations - Grazing modified pastures - Native/exotic pasture mosaic"	0.21	13.45	29.19	2.01	29	"Soil"	0.035	1.46	0.44	0.22	0.01	"RAMACIOTTI"	11.74	"HFCGVBCXX"	"20151101_UNSW_BPA_BASE_HFCGVBCXX"	"Temperate"	"Australia"	5	"300-1000bp"	-33.6123	"TruSeq Nano"	"CC-BY-3.0-AU"	"Hawkesbury"	150.73895	"bpa-base-metagenomics-19457_1-hfcgvbcxx"	"PRJNA317932"	"SAMN07488512"	10	"BASE Metagenomics 19457_1"	0.94	5.4	6.2	9	95	"150bp"	"19457_1"	"102.100.100/19457"	"2015-11-17"	"Soil"	88.46	"HiSeq 2500"	5.82	0	NA	5.7953732411	3.7	1.5	"BRLOPS-736"	"BASE Metagenomics 19457_1"	"Grassland"	21	11.54	19457	17.1	64.78333	0.53195816	11	0.90659565
"Sample_12939"	"75a9f0a5-fc60-4af6-b455-32e2011d969b"	"BASE Metagenomics 12939_2"	"BASE Metagenomics 12939_2"	"bpa-base-metagenomics-12939_2-hcn77bcxx"	NA	"135.77629, -13.40822"	135.77629	-13.40822	" Point"	"CC-BY-3.0-AU"	NA	"1.8.2"	"2015-11-20"	""	NA	"Conservation and Natural Environments"	NA	"LTGR"	0.006	NA	NA	"2015-11-20"	"Metagenomics"	"https://downloads.bioplatforms.com/bpa/base/raw/metagenomics/agrf/BRLOPS-738/20151120_AGRF_BPA_BASE_HFLF3BCXX/"	"2015-11-20"	"2013-08-01"	0	"BASE metagenomics"	"Conservation and Natural Environments - Nature conservation - Wilderness area"	NA	NA	NA	NA	50	"Soil"	NA	NA	NA	NA	NA	"AGRF"	NA	"HCN77BCXX"	"20151120_AGRF_BPA_BASE_HFLF3BCXX"	"Tropical (wet)"	"Australia"	NA	"550bp"	-13.40822	"TruSeq PCR Free DNA"	"CC-BY-3.0-AU"	"Maura"	135.77629	"bpa-base-metagenomics-12939_2-hcn77bcxx"	"PRJNA317932"	"SAMN04874308"	NA	"BASE Metagenomics 12939_2"	0.19	NA	6.02	NA	NA	"150bp"	"12939_2"	"102.100.100/12939"	"2015-11-20"	"Soil"	NA	"HiSeq 2500"	NA	NA	NA	NA	NA	NA	"BRLOPS-738"	"BASE Metagenomics 12939_2"	"Savannah"	NA	NA	12939	27.1	92.5275	0.53609765	5	0.19958624
"Sample_7902"	"75a9f0a5-fc60-4af6-b455-32e2011d969b"	"BASE Metagenomics 7902_1"	"BASE Metagenomics 7902_1"	"bpa-base-metagenomics-7902_1-h32m7bcxx"	NA	"118.8708527777, -34.07607972222"	118.8708527777	-34.07607972222	" Point"	"CC-BY-3.0-AU"	2	"1.8.2"	"2015-06-19"	"Rudosols"	4.05	"Production from Dryland Agriculture and Plantations"	23.52	"GR"	0.382	NA	51.82	"2015-06-19"	"Metagenomics"	""	"2015-06-19"	"2013-03-19"	0	"BASE metagenomics"	"Production from Dryland Agriculture and Plantations - Cropping - Cereals - wheat"	0.67	19.22	0.47	0.71	192.7	"Soil"	0.207	6.94	6.53	0.7	3.11	"AGRF"	18.75	"H32M7BCXX"	"20150619_AGRF_BPA_BASE_H33CGBCXX"	"Temperate"	"Australia"	5	"550bp"	-34.0760797222	"TruSeq DNA nano"	"CC-BY-3.0-AU"	"Peniup 2"	118.8708527777	"bpa-base-metagenomics-7902_1-h32m7bcxx"	"PRJNA317932"	"SAMN04873703"	11	"BASE Metagenomics 7902_1"	0.93	8.1	9	28	275	"150bp"	"7902_1"	"102.100.100/7902"	"2015-06-19"	"Soil"	70.57	"HiSeq 2500"	5.91	0	NA	13.5416666667	13.6	1.5	"BRLOPS-657"	"BASE Metagenomics 7902_1"	"Other"	13	29.43	7902	15.8	33.443333	0.36419207	4	0.74149966
"Sample_8497"	"75a9f0a5-fc60-4af6-b455-32e2011d969b"	"BASE Metagenomics 8497_1"	"BASE Metagenomics 8497_1"	"bpa-base-metagenomics-8497_1-h3wyjbcxx"	NA	"132.27106973, -13.553880906"	132.27106973	-13.553880906	" Point"	"CC-BY-3.0-AU"	3	"1.8.2"	"2015-07-22"	"Chromosols"	0.19	"Conservation and Natural Environments"	13.65	"BROR"	0.013	NA	72.17	"2015-07-22"	"MiSeq 18S"	""	"2015-07-22"	"2013-04-18"	0	"BASE Plate 8 - repeat"	"Conservation and Natural Environments - Nature conservation - National park"	0.26	45.43	2.56	0.25	245	"Soil"	0.952	0.22	0.31	0.09	0.02	"RAMACIOTTI"	11.25	"H3WYJBCXX"	"20150715_UNSW_BPA_BASE_18S_AGGNB"	"Tropical (wet)"	"Australia"	5	"300-1000bp"	-13.553880906	"TruSeq Nano"	"CC-BY-3.0-AU"	"Kakadu NP"	132.27106973	"bpa-base-metagenomics-8497_1-h3wyjbcxx"	"PRJNA317932"	"SAMN04873938"	1e-10	"BASE Metagenomics 8497_1"	1.28	4.4	5.4	1e-10	44	"150bp"	"8497_1"	"102.100.100/8497"	"2015-07-22"	"Soil"	83.42	"HiSeq2500"	2.93	3	NA	3.2730992158	2.2	2	"BRLOPS-667"	"BASE Metagenomics 8497_1"	"Shrubland"	3.0000000001	16.58	8497	26.6	101.379166	0.5534976	4	0.22840977
"Sample_12876"	"75a9f0a5-fc60-4af6-b455-32e2011d969b"	"BASE Metagenomics 12876_1"	"BASE Metagenomics 12876_1"	"bpa-base-metagenomics-12876_1-hcwfybcxx"	NA	"135.71916, -14.195246"	135.71916	-14.195246	" Point"	"CC-BY-3.0-AU"	NA	"1.8.2"	"2015-11-20"	""	NA	"Conservation and Natural Environments"	NA	"LTGR"	0.016	NA	NA	"2015-11-20"	"Metagenomics"	"https://downloads.bioplatforms.com/bpa/base/raw/metagenomics/agrf/BRLOPS-738/20151120_AGRF_BPA_BASE_HFLF3BCXX/"	"2015-11-20"	"2013-08-03"	0	"BASE metagenomics"	"Conservation and Natural Environments - Nature conservation - Wilderness area"	NA	NA	NA	NA	42	"Soil"	NA	NA	NA	NA	NA	"AGRF"	NA	"HCWFYBCXX"	"20151120_AGRF_BPA_BASE_HFLF3BCXX"	"Tropical (wet)"	"Australia"	NA	"550bp"	-14.195246	"TruSeq PCR Free DNA"	"CC-BY-3.0-AU"	"Numbulwar"	135.71916	"bpa-base-metagenomics-12876_1-hcwfybcxx"	"PRJNA317932"	"SAMN04874286"	NA	"BASE Metagenomics 12876_1"	0.44	NA	7.2	NA	NA	"150bp"	"12876_1"	"102.100.100/12876"	"2015-11-20"	"Soil"	NA	"HiSeq 2500"	NA	NA	NA	NA	NA	NA	"BRLOPS-738"	"BASE Metagenomics 12876_1"	"Savannah"	NA	NA	12876	27.3	80.91417	0.44087598	6	0.19672485
"Sample_9450"	"75a9f0a5-fc60-4af6-b455-32e2011d969b"	"BASE Metagenomics 9450_1"	"BASE Metagenomics 9450_1"	"bpa-base-metagenomics-9450_1-h2thfbcxx"	NA	"148.8271, -35.3941"	148.8271	-35.3941	" Point"	"CC-BY-3.0-AU"	9	"1.8.2"	"2015-06-04"	"Rudosols"	0.46	"Conservation and Natural Environments"	21.48	"GRBK"	0.044	NA	29.4	"2015-06-04"	"Metagenomics"	""	""	"2013-05-31"	0	"BASE metagenomics"	"Conservation and Natural Environments - Nature conservation - National park"	1	192.65	80.93	4.9	1115	"Soil"	4.051	1.56	0.56	0.54	0.04	"RAMACIOTTI"	21.43	"H2THFBCXX"	"20150522_UNSW_BPA_BASE_H2THFBCXX"	"Temperate"	"Australia"	35	"300-1000bp"	-35.3941	"TruSeq Nano"	"CC-BY-3.0-AU"	"Namadgi NP"	148.8271	"bpa-base-metagenomics-9450_1-h2thfbcxx"	"PRJNA317932"	"SAMN04873994"	10	"BASE Metagenomics 9450_1"	4.53	4.1	4.8	16	210	"150bp"	"9450_1"	"102.100.100/9450"	""	"Soil"	50.83	"HiSeq2500"	27.69	2013	NA	19	4.5	1.5	"BRLOPS-649"	"BASE Metagenomics 9450_1"	"Forest"	19	49.17	9450	10	85.245	1.1114285	14	3.5365853
"Sample_14183"	"75a9f0a5-fc60-4af6-b455-32e2011d969b"	"BASE Metagenomics 14183_1"	"BASE Metagenomics 14183_1"	"bpa-base-metagenomics-14183_1-hfmktbcxx"	NA	"147.521225, -24.853827"	147.521225	-24.853827	" Point"	"CC-BY-3.0-AU"	2	"1.8.2"	"2015-11-23"	""	0.16	"Conservation and Natural Environments"	4.91	"GRBR"	0.014	NA	82.79	"2015-11-23"	"HiSeq"	"https://downloads.bioplatforms.com/bpa/base/raw/metagenomics/ramaciotti/BRLOPS-739/"	"2015-11-20"	"2014-10-15"	0	"BASE metagenomics"	"Conservation and Natural Environments - Nature conservation - Protected landscape"	0.38	40.22	7.48	2.17	738	"Soil"	0.169	1.29	0.33	0.11	0.02	"RAMACIOTTI"	9.32	"HFMKTBCXX"	"20151113_UNSW_BPA_BASE_HFMKTBCXX"	"Tropical (dry)"	"Australia"	0	"300-1000bp"	-24.853827	"TruSeq Nano"	"CC-BY-3.0-AU"	"SSS1 Carnarvon Station"	147.521225	"bpa-base-metagenomics-14183_1-hfmktbcxx"	"PRJNA317932"	"SAMN07483643"	3	"BASE Metagenomics 14183_1"	0.93	4.8	5.8	18	42	"150bp"	"14183_1"	"102.100.100/14183"	"2015-11-20"	"Soil"	92.12	"HiSeq 2500"	2.98	4	NA	5.4834054834	0.7	1	"BRLOPS-739"	"BASE Metagenomics 14183_1"	"Woodland"	5	7.89	14183	18.8	48.6725	0.26720685	7	0.510263
"Sample_8142"	"75a9f0a5-fc60-4af6-b455-32e2011d969b"	"BASE Metagenomics 8142_1"	"BASE Metagenomics 8142_1"	"bpa-base-metagenomics-8142_1-h3ytvbcxx"	NA	"149.01165, -35.8748166"	149.01165	-35.8748166	" Point"	"notspecified"	7	"1.8.2"	""	""	0.42	"Conservation and Natural Environments"	14.31	"LTGR"	0.042	NA	31.93	""	""	""	""	"2014-05-13"	0	""	"Conservation and Natural Environments - Nature conservation - National park"	0.49	117.31	43.85	2.61	1099	"Soil"	0.411	4.7	1.45	0.49	0.02	"RAMACIOTTI"	28.11	"H3YTVBCXX"	""	"Temperate"	"Australia"	5	"300-1000bp"	-35.8748166	"TruSeq Nano"	"notspecified"	"Namadgi NP"	149.01165	"bpa-base-metagenomics-8142_1-h3ytvbcxx"	"PRJNA317932"	"SAMN04873791"	1e-10	"BASE Metagenomics 8142_1"	2.55	4.7	5.4	21	232	"150bp"	"8142_1"	"102.100.100/8142"	""	"Soil"	60.04	"HiSeq2500"	25.65	7.5	NA	14.6879756469	4	2.5	"BRLOPS-652"	"BASE Metagenomics 8142_1"	"Woodland"	7.0000000001	39.96	8142	9.6	51.603333	0.5842202	13	4.0002894
"Sample_12485"	"75a9f0a5-fc60-4af6-b455-32e2011d969b"	"BASE Metagenomics 12485_1"	"BASE Metagenomics 12485_1"	"bpa-base-metagenomics-12485_1-h33cgbcxx"	NA	"141.352819, -29.035917"	141.352819	-29.035917	" Point"	"CC-BY-3.0-AU"	1	"1.8.2"	"2015-06-19"	""	0.31	"Conservation and Natural Environments"	7.94	"BROR"	0.018	NA	59.94	"2015-06-19"	"Metagenomics"	""	"2015-06-19"	"2014-03-11"	0	"BASE metagenomics"	"Conservation and Natural Environments - Nature conservation - National park"	0.45	2.32	2.82	0.57	142	"Soil"	0.051	1.68	1.02	0.45	0.13	"AGRF"	31.12	"H33CGBCXX"	"20150619_AGRF_BPA_BASE_H33CGBCXX"	"Arid"	"Australia"	0	"550bp"	-29.035917	"TruSeq DNA nano"	"CC-BY-3.0-AU"	"Sturt NP"	141.352819	"bpa-base-metagenomics-12485_1-h33cgbcxx"	"PRJNA317932"	"SAMN04874170"	2	"BASE Metagenomics 12485_1"	0.1	6.4	7.1	6	179	"150bp"	"12485_1"	"102.100.100/12485"	"2015-06-19"	"Soil"	91.06	"HiSeq 2500"	1	0	NA	16.3282571912	0.9	2	"BRLOPS-657"	"BASE Metagenomics 12485_1"	"Dune"	3	8.94	12485	20.6	15.075833	0.06616561	1	0.114186116
"Sample_13276"	"75a9f0a5-fc60-4af6-b455-32e2011d969b"	"BASE Metagenomics 13276_1"	"BASE Metagenomics 13276_1"	"bpa-base-metagenomics-13276_1-h3ytvbcxx"	NA	"143.97764, -39.66524"	143.97764	-39.66524	" Point"	"notspecified"	6	"1.8.2"	""	""	0.45	"Production from Dryland Agriculture and Plantations"	6.26	"DKGR"	0.114	NA	66.4	""	""	""	""	"2013-10-25"	0	""	"Production from Dryland Agriculture and Plantations - Grazing modified pastures - Pasture legume/grass mixtures"	0.57	190.7	8.76	1.94	42	"Soil"	0.048	5.79	0.98	0.33	0.19	"RAMACIOTTI"	23.09	"H3YTVBCXX"	""	"Temperate"	"Australia"	0	"300-1000bp"	-39.66524	"TruSeq Nano"	"notspecified"	"King Island"	143.97764	"bpa-base-metagenomics-13276_1-h3ytvbcxx"	"PRJNA317932"	"SAMN04874326"	24	"BASE Metagenomics 13276_1"	2.86	5.2	5.9	36	140	"150bp"	"13276_1"	"102.100.100/13276"	""	"Soil"	89.49	"HiSeq2500"	4.25	10	NA	NA	4.7	1.5	"BRLOPS-652"	"BASE Metagenomics 13276_1"	"Grassland"	30	10.51	13276	13.4	67.41167	0.84994566	13	1.3193194
"Sample_7063"	"75a9f0a5-fc60-4af6-b455-32e2011d969b"	"BASE Metagenomics 7063_1"	"BASE Metagenomics 7063_1"	"bpa-base-metagenomics-7063_1-h33cgbcxx"	NA	"123.7349, -17.5070166666667"	123.7349	-17.5070166666667	" Point"	"CC-BY-3.0-AU"	3	"1.8.2"	"2015-06-19"	"Dermosols"	1e-10	"Conservation and Natural Environments"	5.91	"BROR"	0.016	NA	65.82	"2015-06-19"	"Metagenomics"	""	"2015-06-19"	"2011-09-11"	0	"BASE metagenomics"	"Conservation and Natural Environments - Other minimal use - Residual native cover"	0.34	17.23	8.35	0.04	26	"Soil"	0.19	1.35	0.22	0.12	0.01	"AGRF"	27.28	"H33CGBCXX"	"20150619_AGRF_BPA_BASE_H33CGBCXX"	"Tropical (dry)"	"Australia"	0	"550bp"	-17.5070166667	"TruSeq DNA nano"	"CC-BY-3.0-AU"	"Derby"	123.7349	"bpa-base-metagenomics-7063_1-h33cgbcxx"	"PRJNA317932"	"SAMN04873607"	3	"BASE Metagenomics 7063_1"	1.06	5.4	6.3	1e-10	45	"150bp"	"7063_1"	"102.100.100/7063"	"2015-06-19"	"Soil"	93.1	"HiSeq 2500"	0.99	NA	NA	NA	1.9	1.5	"BRLOPS-657"	"BASE Metagenomics 7063_1"	"Woodland"	6	6.9	7063	27.8	54.460835	0.23656797	2	0.11921348
"Sample_8263"	"75a9f0a5-fc60-4af6-b455-32e2011d969b"	"BASE Metagenomics 8263_2"	"BASE Metagenomics 8263_2"	"bpa-base-metagenomics-8263_2-h9bb6adxx"	NA	"141.97633, -35.11641"	141.97633	-35.11641	" Point"	"CC-BY-3.0-AU"	2	""	"2015-01-01"	"Calcarosols"	1.45	"Production from Dryland Agriculture and Plantations"	NA	"BRRD"	0.166	NA	NA	"2015-01-01"	""	""	"2015-01-01"	"2012-11-07"	20	""	"Production from Dryland Agriculture and Plantations - Cropping - Cereals - wheat"	1.76	26.07	6.88	1.19	72	"Soil"	0.093	13.35	5.1	1.11	0.72	"RAMACIOTTI"	NA	"H9BB6ADXX"	""	"Temperate"	"Australia"	0	""	-35.11641	""	"CC-BY-3.0-AU"	"Walpeup"	141.97633	"bpa-base-metagenomics-8263_2-h9bb6adxx"	"PRJNA317932"	"SAMN04873873"	10	"BASE Metagenomics 8263_2"	0.43	7.9	8.6	8	434	"150bp"	"8263_2"	"102.100.100/8263"	"2015-01-01"	"Soil"	NA	""	NA	0	NA	4.4	3.4	2.5	"BRLOPS-297"	"BASE Metagenomics 8263_2"	"Other"	12	NA	8263	16.2	22.330833	0.24192666	2	0.7627801
"Sample_8088"	"75a9f0a5-fc60-4af6-b455-32e2011d969b"	"BASE Metagenomics 8088_1"	"BASE Metagenomics 8088_1"	"bpa-base-metagenomics-8088_1-h3nj2bcxx"	NA	"115.02035, -30.04105"	115.02035	-30.04105	" Point"	"CC-BY-3.0-AU"	2	"1.8.2"	"2015-06-19"	"Tenosols"	20.99	"Conservation and Natural Environments"	26.63	"GR"	1.459	NA	4.68	"2015-06-19"	"Metagenomics"	""	"2015-06-19"	"2013-08-07"	0	"BASE metagenomics"	"Conservation and Natural Environments - Nature conservation - National park"	0.35	4.36	3.71	0.88	10	"Soil"	0.003	23.14	12.05	0.68	7.53	"AGRF"	36.23	"H3NJ2BCXX"	"20150619_AGRF_BPA_BASE_H33CGBCXX"	"Temperate"	"Australia"	0	"550bp"	-30.04105	"TruSeq DNA nano"	"CC-BY-3.0-AU"	"Mt Lesueur NP"	115.02035	"bpa-base-metagenomics-8088_1-h3nj2bcxx"	"PRJNA317932"	"SAMN04873737"	5	"BASE Metagenomics 8088_1"	3.8	8.1	8.7	12	266	"150bp"	"8088_1"	"102.100.100/8088"	"2015-06-19"	"Soil"	40.91	"HiSeq 2500"	32.46	0	NA	28.4828887092	665.8	3	"BRLOPS-657"	"BASE Metagenomics 8088_1"	"Woodland"	7	59.09	8088	19.5	44.552498	0.43845344	7	3.3011231
"Sample_7061"	"75a9f0a5-fc60-4af6-b455-32e2011d969b"	"BASE Metagenomics 7061_1"	"BASE Metagenomics 7061_1"	"bpa-base-metagenomics-7061_1-h3nj2bcxx"	NA	"125.2178, -17.6741333333333"	125.2178	-17.6741333333333	" Point"	"CC-BY-3.0-AU"	1	"1.8.2"	"2015-06-19"	"Rudosols"	0.42	"Production from Relatively Natural Environments"	16.23	"DKGR"	0.138	NA	25.09	"2015-06-19"	"Metagenomics"	""	"2015-06-19"	"2011-08-11"	0	"BASE metagenomics"	"Production from Relatively Natural Environments - Grazing native vegetation"	1.12	27.49	8.03	0.19	200	"Soil"	1e-10	20.91	2.41	0.52	0.12	"AGRF"	42.39	"H3NJ2BCXX"	"20150619_AGRF_BPA_BASE_H33CGBCXX"	"Tropical (dry)"	"Australia"	0	"550bp"	-17.6741333333	"TruSeq DNA nano"	"CC-BY-3.0-AU"	"Devonian"	125.2178	"bpa-base-metagenomics-7061_1-h3nj2bcxx"	"PRJNA317932"	"SAMN04873605"	5	"BASE Metagenomics 7061_1"	1.71	7.8	8.7	10	203	"150bp"	"7061_1"	"102.100.100/7061"	"2015-06-19"	"Soil"	67.48	"HiSeq 2500"	16.29	NA	NA	NA	4.8	3	"BRLOPS-657"	"BASE Metagenomics 7061_1"	"Grassland"	6	32.52	7061	27.2	55.156666	0.2165337	1	0.17894953
"Sample_12618"	"75a9f0a5-fc60-4af6-b455-32e2011d969b"	"BASE Metagenomics 12618_1"	"BASE Metagenomics 12618_1"	"bpa-base-metagenomics-12618_1-hcwfybcxx"	NA	"150.268179, -33.652818"	150.268179	-33.652818	" Point"	"CC-BY-3.0-AU"	2	"1.8.2"	"2015-11-20"	""	0.71	"Production from Dryland Agriculture and Plantations"	10.64	"DKGR"	0.185	NA	70.98	"2015-11-20"	"Metagenomics"	"https://downloads.bioplatforms.com/bpa/base/raw/metagenomics/agrf/BRLOPS-738/20151120_AGRF_BPA_BASE_HFLF3BCXX/"	"2015-11-20"	"2014-01-28"	0	"BASE metagenomics"	"Production from Dryland Agriculture and Plantations - Perennial horticulture - Tree fruits - apple"	4.18	72.08	3.72	11.53	1020	"Soil"	0.027	13.49	2.27	0.33	0.21	"AGRF"	11.93	"HCWFYBCXX"	"20151120_AGRF_BPA_BASE_HFLF3BCXX"	"Temperate"	"Australia"	15	"550bp"	-33.652818	"TruSeq PCR Free DNA"	"CC-BY-3.0-AU"	"Blackheath"	150.268179	"bpa-base-metagenomics-12618_1-hcwfybcxx"	"PRJNA317932"	"SAMN04874255"	43	"BASE Metagenomics 12618_1"	3.88	6.3	6.9	193	543	"150bp"	"12618_1"	"102.100.100/12618"	"2015-11-20"	"Soil"	82.91	"HiSeq 2500"	6.45	1	NA	19.6313568732	16.9	1.5	"BRLOPS-738"	"BASE Metagenomics 12618_1"	"Other"	45	17.09	12618	11.9	88.791664	0.833072	9	2.5694253
"Sample_19517"	"75a9f0a5-fc60-4af6-b455-32e2011d969b"	"BASE Metagenomics 19517_1"	"BASE Metagenomics 19517_1"	"bpa-base-metagenomics-19517_1-hclwcbcxx"	NA	"150.73283, -33.61737"	150.73283	-33.61737	" Point"	"CC-BY-3.0-AU"	20	"1.8.2"	"2015-11-06"	""	0.45	"Conservation and Natural Environments"	14.61	"LTGR"	0.042	NA	4.15	"2015-11-06"	"HiSeq"	"https://downloads.bioplatforms.com/bpa/base/raw/metagenomics/ramaciotti/BRLOPS-724/"	"2015-11-06"	"2015-02-25"	0	"BASE Metagenomics"	"Conservation and Natural Environments - Nature conservation - Habitat/species management area"	0.27	193.16	35.96	2.35	33	"Soil"	0.171	2.37	0.88	0.26	0.13	"RAMACIOTTI"	56.02	"HCLWCBCXX"	"20151019_UNSW_BPA_BASE_HCLWCBCXX"	"Temperate"	"Australia"	5	"300-1000bp"	-33.61737	"TruSeq Nano"	"CC-BY-3.0-AU"	"Hawkesbury"	150.73283	"bpa-base-metagenomics-19517_1-hclwcbcxx"	"PRJNA317932"	"SAMN07488572"	1e-10	"BASE Metagenomics 19517_1"	3.02	4.6	5.6	8	103	"150bp"	"19517_1"	"102.100.100/19517"	"2015-11-06"	"Soil"	60.17	"HiSeq 2500"	25.22	0	NA	15.01543643	6.2	2	"BRLOPS-724"	"BASE Metagenomics 19517_1"	"Woodland"	20.0000000001	39.83	19517	17.2	64.78333	0.53195816	0	1.0327107
"Sample_12465"	"75a9f0a5-fc60-4af6-b455-32e2011d969b"	"BASE Metagenomics 12465_1"	"BASE Metagenomics 12465_1"	"bpa-base-metagenomics-12465_1-h2thfbcxx"	NA	"148.79855, -35.4214"	148.79855	-35.4214	" Point"	"CC-BY-3.0-AU"	22	"1.8.2"	"2015-06-04"	"Kurosols"	1.35	"Conservation and Natural Environments"	12.69	"BR"	0.064	NA	46.07	"2015-06-04"	"Metagenomics"	""	""	"2013-08-14"	0	"BASE metagenomics"	"Conservation and Natural Environments - Nature conservation - National park"	0.89	133.05	167.95	8.88	1262	"Soil"	0.2	18.56	2.4	0.74	0.05	"RAMACIOTTI"	21.14	"H2THFBCXX"	"20150522_UNSW_BPA_BASE_H2THFBCXX"	"Temperate"	"Australia"	0	"300-1000bp"	-35.4214	"TruSeq Nano"	"CC-BY-3.0-AU"	"Namadgi NP"	148.79855	"bpa-base-metagenomics-12465_1-h2thfbcxx"	"PRJNA317932"	"SAMN04874150"	1e-10	"BASE Metagenomics 12465_1"	4.82	4.7	5.7	68	320	"150bp"	"12465_1"	"102.100.100/12465"	""	"Soil"	67.21	"HiSeq2500"	20.09	0	NA	39.6376350922	5	1	"BRLOPS-649"	"BASE Metagenomics 12465_1"	"Forest"	22.0000000001	32.78	12465	9	88.3225	1.2360399	15	4.667675
