"","Prefix","sampleID","am_environment","ammonium_nitrogen_wt","ammonium_nitrogen_wt_meth","biotic_relationship","boron_hot_cacl2","boron_hot_cacl2_meth","clay","clay_meth","coarse_sand","coarse_sand_meth","collection_date","collection_permit","color","color_meth","conductivity","conductivity_meth","crop_rotation_1yr_since_present","crop_rotation_2yrs_since_present","crop_rotation_3yrs_since_present","crop_rotation_4yrs_since_present","crop_rotation_5yrs_since_present","database_schema_definitions_url","density","density_meth","depth","depth_lower","depth_upper","dtpa_copper","dtpa_copper_meth","dtpa_iron","dtpa_iron_meth","dtpa_manganese","dtpa_manganese_meth","dtpa_zinc","dtpa_zinc_meth","elev","env_broad_scale","env_local_scale","env_medium","exc_aluminium","exc_aluminium_meth","exc_calcium","exc_calcium_meth","exc_magnesium","exc_magnesium_meth","exc_potassium","exc_potassium_meth","exc_sodium","exc_sodium_meth","fine_sand","fine_sand_meth","fire","funding_agency","general_env_feature","geo_loc_name","gravel","gravel_meth","hyperspectral_analysis","hyperspectral_analysis_meth","lat_lon","latitude","local_class","local_class_meth","longitude","microbial_biomass","microbial_biomass_meth","nitrate_nitrogen","nitrate_nitrogen_meth","notes","nucl_acid_ext","organic_carbon","organic_carbon_meth","ph","ph_meth","ph_solid_h2o","ph_solid_h2o_meth","phosphorus_colwell","phosphorus_colwell_meth","potassium_colwell","potassium_colwell_meth","profile_position","samp_collect_device","samp_mat_process","sample_attribution","sample_database_file","sample_metadata_ingest_date","sample_metadata_ingest_file","sample_metadata_update_history","sample_site_location_description","sample_submitter","sample_type","sand","sand_meth","silt","silt_meth","slope_aspect","slope_gradient","source_mat_id","store_cond","sulphur","sulphur_meth","synonyms","texture","texture_meth","total_nitrogen","total_nitrogen_meth","url","utc_date_sampled","utc_time_sampled","vegetation_dom_grasses","vegetation_dom_grasses_meth","vegetation_dom_shrubs","vegetation_dom_shrubs_meth","vegetation_dom_trees","vegetation_dom_trees_meth","vegetation_total_cover","vegetation_type","water_content","water_content_soil_meth","bio12","bio1","et0_v3_yr","ai_v3_yr","AI","percent_duplicates","percent_gc","avg_sequence_length","percent_fails","total_sequences"
"141","102.100.100","401576","Soil",1.989621404,"meth_2.1","Free-living",NA,"",17.31,"meth_1.23",NA,"","2021-02-02T00:00:00","SL102346","","",0.0227,"meth_2.1","No crop","No crop","No crop","No crop","No crop","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",2.734934756,"meth_1.23",0,0.1,0,NA,"",NA,"",NA,"",NA,"",NA,"1 Conservation and Natural Environments","1.1.1 Strict nature reserve","Soil [ENVO_00001998]",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]","Temperate","Australia:Sydney [GAZ_02000355]","","","","","-33.65294 150.80072",-33.65294,"Chromosol","meth_2.27",150.80072,5.516544608,"meth_1.23",0.33042,"meth_2.1","","",0.00358437,"meth_2.1",NA,"",4.92,"meth_2.1",NA,"",NA,"","","meth_1.23","meth_1.23","Kumari Rajapaksha Prathirajage; Western Sydney University","AM_db_v4.2_202408091431.db","12/8/22","Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx","","Windsor Downs NR","Kumari Rajapaksha Prathirajage","Soil",63.09,"meth_1.23",19.6,"meth_1.23","",NA,"102.100.100/401576","frozen",NA,"","29_2","Sandy loam","meth_1.23",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401576","2/2/21","","Cyathochaeta diandra (2.5%); Lomandra multiflora (2.5%); Lomandra glauca (1%); Lepidosperma lateral (2.5%)","meth_2.28","Melaleuca nodosa (15%); Acacia elongata (1%); Leptospermum polygalifolium (70%); Kunzea capitata (1%)","meth_2.28","Eucalyptus parramattensis (1%); Eucalyptus sclerophylla (10%); Angophora bakeri (1%)","meth_2.28",NA,"Woodland",3.560830861,"meth_2.1",856,17.353,1630,5300,0.53,9.7535444700047,62,150.674762340881,9.09090909090909,27838612
"142","102.100.100","401577","Soil",6.57046888,"meth_2.1","Free-living",NA,"",13.51,"meth_1.23",NA,"","2021-02-02T00:00:00","SL102346","","",0.0328,"meth_2.1","No crop","No crop","No crop","No crop","No crop","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",3.448497716,"meth_1.23",0,0.1,0,NA,"",NA,"",NA,"",NA,"",NA,"1 Conservation and Natural Environments","1.1.1 Strict nature reserve","Soil [ENVO_00001998]",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]","Temperate","Australia:Sydney [GAZ_02000355]","","","","","-33.65123 150.79839",-33.65123,"Chromosol","meth_2.27",150.79839,8.225272013,"meth_1.23",0.644163616,"meth_2.1","","",0.017823606,"meth_2.1",NA,"",5.51,"meth_2.1",NA,"",NA,"","","meth_1.23","meth_1.23","Kumari Rajapaksha Prathirajage; Western Sydney University","AM_db_v4.2_202408091431.db","12/8/22","Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx","","Windsor Downs NR","Kumari Rajapaksha Prathirajage","Soil",71.09,"meth_1.23",15.4,"meth_1.23","",NA,"102.100.100/401577","frozen",NA,"","30_2","Sandy loam","meth_1.23",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401577","2/2/21","","Lomandra multiflora (1%); Lomandra cylindrica (2%); Microlaena stipoides (1%)","meth_2.28","Dillwynia tenuifolia (1%); Melaleuca nodosa (8%); Melaleuca thymifolia (2%); Melaleuca decora (20%); Leptospermum polygalifolium (2%)","meth_2.28","Eucalyptus fibrosa (1%); Eucalyptus parramattensis (2%); Eucalyptus sclerophylla (13%); Angophora bakeri (15%); Eucalyptus crebra (6%)","meth_2.28",NA,"Woodland",13.49009901,"meth_2.1",856,17.353,1642,5224,0.5224,9.24718936712762,63,150.665991613583,9.09090909090909,27615606
"143","102.100.100","401578","Soil",0.854715855,"meth_2.1","Free-living",NA,"",22.91,"meth_1.23",NA,"","2021-02-03T00:00:00","SL102346","","",0.0327,"meth_2.1","No crop","No crop","No crop","No crop","No crop","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",2.686973967,"meth_1.23",0,0.1,0,NA,"",NA,"",NA,"",NA,"",NA,"1 Conservation and Natural Environments","1.1.1 Strict nature reserve","Soil [ENVO_00001998]",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]","Temperate","Australia:Sydney [GAZ_02000355]","","","","","-33.65332 150.74464",-33.65332,"Chromosol","meth_2.27",150.74464,7.906635827,"meth_1.23",2.5181951,"meth_2.1","","",0.002840847,"meth_2.1",NA,"",5.04,"meth_2.1",NA,"",NA,"","","meth_1.23","meth_1.23","Kumari Rajapaksha Prathirajage; Western Sydney University","AM_db_v4.2_202408091431.db","12/8/22","Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx","","Londonderry Reserve","Kumari Rajapaksha Prathirajage","Soil",62.09,"meth_1.23",15,"meth_1.23","",NA,"102.100.100/401578","frozen",NA,"","31_2","Sandy clay loam","meth_1.23",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401578","2/3/21","","Lomandra multiflora (1%); Lomandra logifolia (2%); Microlaena stipoides (25%); Themeda australis (5%); Entolasia stricta (10); Oplismenus aemulus (6%)","meth_2.28","Bursaria spinosa (2%); Melaleuca decora (5%); Melaleuca nodosa (5%); Bursaria spinosa (2%);","meth_2.28","Angophora subvelutina (12%)","meth_2.28",NA,"Woodland",8.353510896,"meth_2.1",846,17.26983,1619,5235,0.5235,8.44337207724088,63,150.683263089406,9.09090909090909,26658295
"144","102.100.100","401579","Soil",3.164485324,"meth_2.1","Free-living",NA,"",20.91,"meth_1.23",NA,"","2021-02-03T00:00:00","SL102346","","",0.0338,"meth_2.1","No crop","No crop","No crop","No crop","No crop","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",2.957192071,"meth_1.23",0,0.1,0,NA,"",NA,"",NA,"",NA,"",NA,"1 Conservation and Natural Environments","1.1.1 Strict nature reserve","Soil [ENVO_00001998]",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]","Temperate","Australia:Sydney [GAZ_02000355]","","","","","-33.65373 150.74562",-33.65373,"Chromosol","meth_2.27",150.74562,6.230957837,"meth_1.23",1.987098903,"meth_2.1","","",0.02165191,"meth_2.1",NA,"",4.83,"meth_2.1",NA,"",NA,"","","meth_1.23","meth_1.23","Kumari Rajapaksha Prathirajage; Western Sydney University","AM_db_v4.2_202408091431.db","12/8/22","Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx","","Londonderry Reserve","Kumari Rajapaksha Prathirajage","Soil",63.09,"meth_1.23",16,"meth_1.23","",NA,"102.100.100/401579","frozen",NA,"","32_2","Sandy clay loam","meth_1.23",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401579","2/3/21","","Microlaena stipoides (40%); Themeda australis (20%); Oplismenus aemulus (5%); Entolasia marginata (1%)","meth_2.28","Melaleuca nodosa (40%); Melaleuca decora (5%); Breynia oblongifolia (3%); Banksia spinulosa (2%); Persoonia linearis (1%)","meth_2.28","Angophora floribunda (3%); Eucalyptus sclerophylla (15%); Eucalyptus cebra (6%)","meth_2.28",NA,"Woodland",5.97826087,"meth_2.1",846,17.26983,1619,5235,0.5235,10.4463690728589,62,150.676629252854,9.09090909090909,28481460
"145","102.100.100","401580","Soil",2.471539017,"meth_2.1","Free-living",NA,"",17.91,"meth_1.23",NA,"","2021-02-05T00:00:00","SL102346","","",0.0842,"meth_2.1","No crop","No crop","No crop","No crop","No crop","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",2.167593714,"meth_1.23",0,0.1,0,NA,"",NA,"",NA,"",NA,"",NA,"1 Conservation and Natural Environments","1.1.5 Habitat/species management area","Soil [ENVO_00001998]",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]","Temperate","Australia:Sydney [GAZ_02000355]","","","","","-33.7498 151.05623",-33.7498,"Sodosol","meth_2.27",151.05623,9.955231223,"meth_1.23",6.401639692,"meth_2.1","","",0.028192834,"meth_2.1",NA,"",4.81,"meth_2.1",NA,"",NA,"","","meth_1.23","meth_1.23","Kumari Rajapaksha Prathirajage; Western Sydney University","AM_db_v4.2_202408091431.db","12/8/22","Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx","","Fearnley Park","Kumari Rajapaksha Prathirajage","Soil",72.09,"meth_1.23",10,"meth_1.23","",NA,"102.100.100/401580","frozen",NA,"","33_2","Sandy loam","meth_1.23",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401580","2/5/21","","Lomandra logifolia (1%); Austrostipa ramosissima (2%)","meth_2.28","Pittosporum undulatum (5%); Breynia oblongifolia (7%); Pittosporum revolutum(3%)","meth_2.28","Eucalyptus saligna (12%); Angophora costata (15%); Eucalyptus pilularis (4%); Ceratopetalum gummiferum (5%); Ceratopetalum apetalum (2%); Syzygium austale (3%); Clerodendrum tomentosum (1%)","meth_2.28",NA,"Woodland",21.33333333,"meth_2.1",1166,16.93017,1575,7323,0.7323,10.0709658973949,63,150.673063177929,9.09090909090909,27315932
"146","102.100.100","401581","Soil",4.575677381,"meth_2.1","Free-living",NA,"",7.71,"meth_1.23",NA,"","2021-02-05T00:00:00","SL102346","","",0.1005,"meth_2.1","No crop","No crop","No crop","No crop","No crop","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",1.994466963,"meth_1.23",0,0.1,0,NA,"",NA,"",NA,"",NA,"",NA,"1 Conservation and Natural Environments","1.1.2 Wilderness area","Soil [ENVO_00001998]",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]","Temperate","Australia:Sydney [GAZ_02000355]","","","","","-33.73052 151.10703",-33.73052,"Sodosol","meth_2.27",151.10703,14.48633133,"meth_1.23",7.173934806,"meth_2.1","","",0.032519256,"meth_2.1",NA,"",5.42,"meth_2.1",NA,"",NA,"","","meth_1.23","meth_1.23","Kumari Rajapaksha Prathirajage; Western Sydney University","AM_db_v4.2_202408091431.db","12/8/22","Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx","","Fox Valley Road","Kumari Rajapaksha Prathirajage","Soil",84.09,"meth_1.23",8.2,"meth_1.23","",NA,"102.100.100/401581","frozen",NA,"","34_2","Loamy sand","meth_1.23",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401581","2/5/21","","Oplismenus imbecillus (3%)","meth_2.28","Pittosporum undulatum (3%)","meth_2.28","Eucalyptus saligna (20%); Syncarpia glomulifera (30%); Brachychiton acerifolius (1%); Eucalyptus paniculata (4%); Eucalyptus pilularis (6%)","meth_2.28",NA,"Woodland",28.18181818,"meth_2.1",1218,16.91033,1537,8077,0.8077,10.0205798689091,64,150.67852132739,9.09090909090909,25655226
"147","102.100.100","401582","Soil",3.487694344,"meth_2.1","Free-living",NA,"",11.31,"meth_1.23",NA,"","2021-02-05T00:00:00","SL102346","","",0.1058,"meth_2.1","No crop","No crop","No crop","No crop","No crop","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",1.920771116,"meth_1.23",0,0.1,0,NA,"",NA,"",NA,"",NA,"",NA,"1 Conservation and Natural Environments","1.1.6 Protected landscape","Soil [ENVO_00001998]",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]","Temperate","Australia:Sydney [GAZ_02000355]","","","","","-33.73046 151.10237",-33.73046,"Sodosol","meth_2.27",151.10237,9.591543977,"meth_1.23",7.678849755,"meth_2.1","","",0.029394909,"meth_2.1",NA,"",5.16,"meth_2.1",NA,"",NA,"","","meth_1.23","meth_1.23","Kumari Rajapaksha Prathirajage; Western Sydney University","AM_db_v4.2_202408091431.db","12/8/22","Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx","","Fox Valley Road/ Elizebeth Rd","Kumari Rajapaksha Prathirajage","Soil",70.69,"meth_1.23",18,"meth_1.23","",NA,"102.100.100/401582","frozen",NA,"","35_2","Sandy loam","meth_1.23",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401582","2/5/21","","Oplismenus imbecillus (6%); Entolasia marginata (5%)","meth_2.28","Pittosporum undulatum (10%)","meth_2.28","Syncarpia glomulifera (45%); Angophora costata (10%); Eucalyptus saligna (8%); Eucalyptus pilularis (10%)","meth_2.28",NA,"Woodland",23.58208955,"meth_2.1",1218,16.91033,1537,8077,0.8077,10.0000757359083,64,150.679008208034,9.09090909090909,30580405
"148","102.100.100","401583","Soil",2.234373274,"meth_2.1","Free-living",NA,"",21.11,"meth_1.23",NA,"","2021-02-05T00:00:00","SL102346","","",0.1515,"meth_2.1","No crop","No crop","No crop","No crop","No crop","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",1.958203927,"meth_1.23",0,0.1,0,NA,"",NA,"",NA,"",NA,"",NA,"1 Conservation and Natural Environments","1.1.2 Wilderness area","Soil [ENVO_00001998]",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]","Temperate","Australia:Sydney [GAZ_02000355]","","","","","-33.7347 151.14209",-33.7347,"Sodosol","meth_2.27",151.14209,12.4551514,"meth_1.23",11.27790281,"meth_2.1","","",0.006904256,"meth_2.1",NA,"",5.18,"meth_2.1",NA,"",NA,"","","meth_1.23","meth_1.23","Kumari Rajapaksha Prathirajage; Western Sydney University","AM_db_v4.2_202408091431.db","12/8/22","Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx","","Birubi Av","Kumari Rajapaksha Prathirajage","Soil",58.69,"meth_1.23",20.2,"meth_1.23","",NA,"102.100.100/401583","frozen",NA,"","36_2","Sandy clay loam","meth_1.23",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401583","2/5/21","","Oplismenus imbecillus (50%); Dianella longifolia (2%); Oplismenus aemulus (50%); Lachnagrostis filiformis (50%)","meth_2.28","Pittosporum undulatum (12%); Homalanthus populifolius (5%); Acacia longifolia (1%); Polyscias sambucifolia (2%); Breynia oblongifolia (3%); Ozothamnus diosmifolius (1%)","meth_2.28","Eucalyptus saligna (35%); Eucalyptus pilularis (5%); Acacia parramattensis (12%); Melia azederach (2%); Glochidion ferdinandi (1%)","meth_2.28",NA,"Woodland",35.47854785,"meth_2.1",1297,16.86283,1527,8614,0.8614,10.1357823037494,63,150.664140943049,9.09090909090909,26046265
"149","102.100.100","401584","Soil",3.082843964,"meth_2.1","Free-living",NA,"",0.91,"meth_1.23",NA,"","2021-02-01T00:00:00","SL102346","","",0.0586,"meth_2.1","No crop","No crop","No crop","No crop","No crop","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",1.947675949,"meth_1.23",0,0.1,0,NA,"",NA,"",NA,"",NA,"",NA,"1 Conservation and Natural Environments","1.1.7 Other conserved area","Soil [ENVO_00001998]",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]","Temperate","Australia:Sydney [GAZ_02000355]","","","","","-33.74775 151.04044",-33.74775,"Sodosol","meth_2.27",151.04044,16.28100166,"meth_1.23",5.121370881,"meth_2.1","","",0.021420817,"meth_2.1",NA,"",5.35,"meth_2.1",NA,"",NA,"","","meth_1.23","meth_1.23","Kumari Rajapaksha Prathirajage; Western Sydney University","AM_db_v4.2_202408091431.db","12/8/22","Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx","","Cumberland State Forest","Kumari Rajapaksha Prathirajage","Soil",95.09,"meth_1.23",4,"meth_1.23","",NA,"102.100.100/401584","frozen",NA,"","37_2","95.09","meth_1.23",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401584","2/1/21","","Oplismenus aemulus (60%)","meth_2.28","Polyscias sambucifolia (3%); Pittosporum undulatum (2%); Breynia oblongifolia (2%); Elaeodendron austale (2%)","meth_2.28","Eucalyptus pilularis (50%); Allocasuarina littoralis (1%); Alphitonia excelsa (3%); Glochidion ferdinandi (5%); Angophora costata (3%);Brachychiton acerifolius (4%); Ceratopetalum apetalum (1%)","meth_2.28",NA,"Woodland",24.45859873,"meth_2.1",1096,17.0865,1584,6973,0.6973,9.18576912788347,64,150.668730528536,9.09090909090909,24158109
"150","102.100.100","401585","Soil",5.793198399,"meth_2.1","Free-living",NA,"",5.31,"meth_1.23",NA,"","2021-02-01T00:00:00","SL102346","","",0.0782,"meth_2.1","No crop","No crop","No crop","No crop","No crop","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",2.395699906,"meth_1.23",0,0.1,0,NA,"",NA,"",NA,"",NA,"",NA,"1 Conservation and Natural Environments","1.1.7 Other conserved area","Soil [ENVO_00001998]",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]","Temperate","Australia:Sydney [GAZ_02000355]","","","","","-33.74152 151.03778",-33.74152,"Sodosol","meth_2.27",151.03778,8.540668072,"meth_1.23",1.134217765,"meth_2.1","","",0.007370614,"meth_2.1",NA,"",5.15,"meth_2.1",NA,"",NA,"","","meth_1.23","meth_1.23","Kumari Rajapaksha Prathirajage; Western Sydney University","AM_db_v4.2_202408091431.db","12/8/22","Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx","","Cumberland State Forest","Kumari Rajapaksha Prathirajage","Soil",77.09,"meth_1.23",17.6,"meth_1.23","",NA,"102.100.100/401585","frozen",NA,"","38_2","Loamy sand","meth_1.23",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401585","2/1/21","","Lomandra logifolia (3%); Oplismenus aemulus (8%)","meth_2.28","Acacia longifolia (1%)","meth_2.28","Eucalyptus saligna (15%); Alphitonia excelsa (2%)","meth_2.28",NA,"Woodland",21.81303116,"meth_2.1",1096,17.0865,1571,7300,0.73,9.62308926056104,63,150.659773430607,9.09090909090909,24114025
"151","102.100.100","401586","Soil",3.854110454,"meth_2.1","Free-living",NA,"",1.91,"meth_1.23",NA,"","2021-01-28T00:00:00","SL102346","","",0.0507,"meth_2.1","No crop","No crop","No crop","No crop","No crop","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",3.554947272,"meth_1.23",0,0.1,0,NA,"",NA,"",NA,"",NA,"",NA,"1 Conservation and Natural Environments","1.1.1 Strict nature reserve","Soil [ENVO_00001998]",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]","Temperate","Australia:Sydney [GAZ_02000355]","","","","","-33.80072 150.66628",-33.80072,"Kurosol","meth_2.27",150.66628,11.12885991,"meth_1.23",2.934527224,"meth_2.1","","",0.005023681,"meth_2.1",NA,"",5.63,"meth_2.1",NA,"",NA,"","","meth_1.23","meth_1.23","Kumari Rajapaksha Prathirajage; Western Sydney University","AM_db_v4.2_202408091431.db","12/8/22","Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx","","Mulgoa NR","Kumari Rajapaksha Prathirajage","Soil",91.09,"meth_1.23",7,"meth_1.23","",NA,"102.100.100/401586","frozen",NA,"","39_2","91.09","meth_1.23",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401586","1/28/21","","Microlaena stipoides (40%); Aristida vagans (5%); Panicum simile (2%)","meth_2.28","Bursaria spinosa (5%)","meth_2.28","Eucalyptus moluccana (20%); Eucalyptus cebra (5%)","meth_2.28",NA,"Woodland",10.43577982,"meth_2.1",889,16.797,1611,5329,0.5329,10.7955148501202,64,150.666071725813,9.09090909090909,30464653
"152","102.100.100","401587","Soil",3.083115548,"meth_2.1","Free-living",NA,"",30.91,"meth_1.23",NA,"","2021-01-28T00:00:00","SL102346","","",0.0499,"meth_2.1","No crop","No crop","No crop","No crop","No crop","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",3.490609628,"meth_1.23",0,0.1,0,NA,"",NA,"",NA,"",NA,"",NA,"1 Conservation and Natural Environments","1.1.1 Strict nature reserve","Soil [ENVO_00001998]",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]","Temperate","Australia:Sydney [GAZ_02000355]","","","","","-33.80283 150.67838",-33.80283,"Kurosol","meth_2.27",150.67838,10.1633329,"meth_1.23",1.081789225,"meth_2.1","","",0.021570754,"meth_2.1",NA,"",5.78,"meth_2.1",NA,"",NA,"","","meth_1.23","meth_1.23","Kumari Rajapaksha Prathirajage; Western Sydney University","AM_db_v4.2_202408091431.db","12/8/22","Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx","","Mulgoa NR","Kumari Rajapaksha Prathirajage","Soil",58.09,"meth_1.23",11,"meth_1.23","",NA,"102.100.100/401587","frozen",NA,"","40_2","Sandy clay loam","meth_1.23",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401587","1/28/21","","Themeda australis (5%); Aristida ramosa (1%)","meth_2.28","Bursaria spinosa (3%); Dodonaea Viscosa (2%)","meth_2.28","Eucalyptus moluccana (20%)","meth_2.28",NA,"Woodland",7.259953162,"meth_2.1",863,17.0125,1621,5333,0.5333,9.19136848347594,64,150.67018984204,9.09090909090909,25552612
"153","102.100.100","401588","Soil",2.274095423,"meth_2.1","Free-living",NA,"",22.91,"meth_1.23",NA,"","2021-01-28T00:00:00","SL102346","","",0.0579,"meth_2.1","No crop","No crop","No crop","No crop","No crop","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",3.539740193,"meth_1.23",0,0.1,0,NA,"",NA,"",NA,"",NA,"",NA,"1 Conservation and Natural Environments","1.1.1 Strict nature reserve","Soil [ENVO_00001998]",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]","Temperate","Australia:Sydney [GAZ_02000355]","","","","","-33.79696 150.67108",-33.79696,"Kurosol","meth_2.27",150.67108,14.41605187,"meth_1.23",3.613844328,"meth_2.1","","",0.004547528,"meth_2.1",NA,"",6.08,"meth_2.1",NA,"",NA,"","","meth_1.23","meth_1.23","Kumari Rajapaksha Prathirajage; Western Sydney University","AM_db_v4.2_202408091431.db","12/8/22","Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx","","Mulgoa NR","Kumari Rajapaksha Prathirajage","Soil",60.09,"meth_1.23",17,"meth_1.23","",NA,"102.100.100/401588","frozen",NA,"","41_2","Sandy clay loam","meth_1.23",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401588","1/28/21","","Cloris ventricosa (5%); Panicum simile (5%); Aristida personata (5%); Themeda australis (1%); Lomandra gracilis (10%); Cymbopogon refractus (5%)","meth_2.28","Bursaria spinosa (0.5%)","meth_2.28","Eucalyptus moluccana (25%); Brachychiton populneus (3%)","meth_2.28",NA,"Woodland",9.472259811,"meth_2.1",863,17.0125,1625,5290,0.529,11.8206364205522,64,150.673493351569,9.09090909090909,32997031
