Sample	Genome	Coverage	Bases
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	113	69
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	114	48
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	115	61
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	116	56
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	117	59
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	118	61
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	119	64
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	120	61
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	121	50
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	122	48
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	123	74
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	124	34
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	125	42
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	126	47
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	127	52
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	128	17
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	129	31
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	130	34
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	131	41
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	132	31
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	133	37
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	134	41
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	135	48
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	136	28
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	137	29
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	138	36
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	139	22
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	140	29
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	141	29
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	142	35
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	143	27
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	144	22
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	145	30
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	146	29
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	147	30
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	148	19
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	149	19
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	150	13
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	151	16
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	152	13
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	153	11
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	154	13
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	155	14
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	156	16
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	157	19
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	158	19
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	159	18
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	160	26
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	161	36
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	162	23
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	163	22
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	164	26
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	165	25
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	166	25
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	167	26
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	168	23
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	169	26
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	170	19
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	171	11
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	172	11
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	173	12
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	174	10
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	175	12
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	176	11
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	177	13
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	178	17
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	179	11
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	180	8
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	181	22
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	182	10
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	183	27
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	184	20
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	185	16
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	186	11
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	187	9
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	188	10
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	189	12
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	190	8
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	191	5
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	192	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	193	4
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	194	6
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	195	8
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	196	6
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	197	10
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	198	17
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	199	11
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	200	6
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	201	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	202	8
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	203	9
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	204	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	205	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	206	9
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	207	10
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	208	11
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	209	6
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	210	11
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	211	7
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	212	8
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	213	4
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	214	7
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	215	12
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	216	12
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	217	14
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	218	10
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	219	7
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	220	12
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	221	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	222	18
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	223	16
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	224	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	225	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	226	0
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	227	1
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	228	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	229	1
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	230	4
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	231	4
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	232	4
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	233	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	234	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	235	1
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	236	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	237	4
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	238	5
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	239	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	240	1
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	241	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	242	1
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	243	1
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	244	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	245	1
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	246	0
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	247	4
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	248	0
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	249	0
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	250	4
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	251	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	252	8
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	253	4
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	254	6
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	255	14
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	256	8
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	257	6
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	258	13
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	259	6
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	260	10
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	261	6
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	262	4
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	263	5
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	264	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	265	9
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	266	10
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	267	11
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	268	8
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	269	4
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	270	7
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	271	7
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	272	8
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	273	10
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	274	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	275	10
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	276	15
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	277	9
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	278	8
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	279	6
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	280	7
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	281	5
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	282	10
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	283	4
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	284	13
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	285	5
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	286	13
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	287	9
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	288	8
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	289	5
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	290	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	291	5
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	292	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	293	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	294	4
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	295	6
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	296	5
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	297	6
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	298	4
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	299	6
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	300	4
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	301	4
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	302	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	303	8
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	304	6
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	305	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	306	4
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	307	5
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	308	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	309	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	310	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	311	1
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	312	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	313	1
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	314	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	315	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	316	0
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	317	5
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	318	6
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	319	4
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	320	5
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	321	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	322	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	323	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	324	1
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	325	4
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	326	0
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	327	6
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	328	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	329	1
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	330	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	331	1
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	332	5
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	333	6
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	334	5
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	335	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	336	4
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	337	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	338	1
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	339	0
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	340	4
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	341	4
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	342	4
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	343	1
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	344	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	345	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	346	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	347	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	348	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	349	5
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	350	8
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	351	8
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	352	8
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	353	5
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	354	1
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	355	1
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	356	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	357	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	358	5
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	359	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	360	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	361	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	362	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	363	5
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	364	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	365	8
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	366	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	367	5
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	368	1
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	369	8
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	370	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	371	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	372	4
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	373	2
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	374	3
9586_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	375	3
