Sample	Genome	Coverage	Bases
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	75	23
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	76	22
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	77	17
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	78	18
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	79	7
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	80	22
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	81	16
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	82	7
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	83	4
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	84	11
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	85	11
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	86	24
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	87	19
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	88	7
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	89	4
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	90	6
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	91	6
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	92	6
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	93	9
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	94	6
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	95	6
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	96	6
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	97	5
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	98	2
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	99	1
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	100	2
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	101	3
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	102	2
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	103	2
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	104	4
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	105	6
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	106	1
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	107	4
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	108	5
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	109	5
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	110	7
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	111	11
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	112	8
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	113	2
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	114	4
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	115	6
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	116	2
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	117	12
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	118	10
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	119	9
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	120	9
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	121	5
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	122	6
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	123	17
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	124	7
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	125	3
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	126	3
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	127	8
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	128	16
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	129	5
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	130	10
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	131	6
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	132	4
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	133	6
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	134	7
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	135	13
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	136	3
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	137	7
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	138	3
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	139	12
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	140	3
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	141	6
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	142	7
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	143	3
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	144	1
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	145	3
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	146	1
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	147	1
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	148	4
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	149	3
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	150	2
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	151	1
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	152	0
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	153	1
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	154	3
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	155	0
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	156	2
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	157	3
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	158	6
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	159	2
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	160	5
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	161	7
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	162	7
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	163	4
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	164	4
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	165	3
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	166	3
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	0	5256117
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	1	967788
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	2	422917
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	3	264495
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	4	191041
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	5	146937
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	6	115909
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	7	92183
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	8	78725
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	9	65784
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	10	56558
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	11	46717
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	12	40990
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	13	34740
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	14	30367
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	15	27283
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	16	23668
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	17	20603
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	18	17259
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	19	15765
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	20	13713
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	21	12058
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	22	11087
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	23	9885
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	24	8654
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	25	8121
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	26	6987
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	27	6567
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	28	6276
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	29	5666
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	30	4850
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	31	4062
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	32	4016
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	33	3758
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	34	3292
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	35	3218
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	36	2811
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	37	2771
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	38	2658
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	39	2561
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	40	2379
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	41	2030
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	42	2122
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	43	1944
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	44	1785
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	45	1567
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	46	1512
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	47	1401
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	48	1208
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	49	1092
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	50	1092
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	51	1041
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	52	858
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	53	1016
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	54	853
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	55	863
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	56	781
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	57	864
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	58	762
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	59	724
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	60	675
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	61	660
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	62	608
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	63	595
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	64	546
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	65	496
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	66	408
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	67	483
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	68	440
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	69	452
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	70	443
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	71	432
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	72	482
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	73	425
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	74	372
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	75	359
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	76	308
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	77	236
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	78	202
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	79	304
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	80	243
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	81	223
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	82	211
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	83	220
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	84	219
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	85	218
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	86	217
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	87	198
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	88	201
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	89	186
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	90	199
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	91	232
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	92	196
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	93	158
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	94	181
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	95	154
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	96	162
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	97	141
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	98	180
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	99	142
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	100	160
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	101	149
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	102	147
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	103	175
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	104	160
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	105	129
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	106	128
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	107	104
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	108	129
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	109	141
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	110	142
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	111	114
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	112	142
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	113	163
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	114	109
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	115	110
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	116	86
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	117	120
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	118	122
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	119	76
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	120	75
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	121	71
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	122	97
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	123	114
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	124	89
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	125	85
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	126	74
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	127	67
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	128	64
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	129	54
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	130	57
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	131	58
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	132	58
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	133	54
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	134	50
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	135	79
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	136	74
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	137	60
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	138	43
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	139	36
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	140	39
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	141	46
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	142	48
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	143	41
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	144	47
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	145	55
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	146	55
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	147	42
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	148	45
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	149	34
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	150	38
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	151	33
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	152	30
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	153	35
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	154	43
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	155	62
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	156	32
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	157	19
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	158	23
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	159	20
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	160	25
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	161	29
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	162	22
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	163	51
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	164	35
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	165	25
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	166	39
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	167	29
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	168	30
9456_H3WL3BCXX-1_R1p.fastq.gz	GCA_016616885.1_ASM1661688v1_genomic	169	31
